ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,home_team,home_score,away_ts_pct,away_efg_pct,away_fg3a_per_fga_pct,away_fta_per_fga_pct,away_orb_pct,away_drb_pct,away_trb_pct,away_ast_pct,away_stl_pct,away_blk_pct,away_tov_pct,away_off_rtg,away_def_rtg,away_team,away_score,date,total_game_score,line,away_line,over_under
0.555,0.512,0.365,0.306,23.9,76.3,53.3,65.8,4.8,7,17.9,103,96.3,nyk,107,0.456,0.396,0.26,0.323,23.7,76.1,46.7,48.5,14.4,5.6,9.1,96.3,103,was,100,20191228,207,-112,102,227.5
0.582,0.521,0.384,0.534,24.4,79.1,52.4,54.5,5.2,2.1,16.6,109.4,128.1,mia,105,0.633,0.613,0.44,0.357,20.9,75.6,47.6,60.5,13.5,13.3,8.5,128.1,109.4,was,123,20191230,228,102,-113,224
0.571,0.537,0.337,0.284,22.9,82,53.1,55.6,10.8,10.7,7.8,119.3,98.8,orl,122,0.502,0.431,0.356,0.356,18,77.1,46.9,54.5,4.9,6.3,11.4,98.8,119.3,was,101,20200101,223,-111,101,222
0.595,0.545,0.284,0.375,28.9,68.2,50,35.6,6.3,12.3,6.4,129,108.9,por,122,0.51,0.483,0.367,0.278,31.8,71.1,50,50,5.3,6.3,10.6,108.9,129,was,103,20200103,225,-114,103,232
0.559,0.494,0.333,0.391,20.5,63.2,40.2,45,6,2.7,10.5,114.6,128.7,den,114,0.622,0.582,0.176,0.297,36.8,79.5,59.8,40,5,10.3,9.7,128.7,114.6,was,128,20200104,242,-107,-103,221.5
0.442,0.389,0.389,0.274,28.6,84.8,53.9,51.5,6.9,12.7,13.1,92.9,97.9,bos,94,0.526,0.506,0.25,0.274,15.2,71.4,46.1,46.2,7.9,15.5,12.9,97.9,92.9,was,99,20200106,193,101,-111,224.5
0.507,0.5,0.326,0.27,19.1,71.2,49.6,46.3,4.6,10.8,15.3,92.9,102.1,atl,101,0.446,0.42,0.259,0.25,28.8,80.9,50.4,61.9,10.1,1.7,6.8,102.1,92.9,was,111,20200110,212,-101,-109,238.5
0.629,0.589,0.333,0.278,30,78,54.3,50,6.1,2.8,9.8,129.9,118.7,uta,127,0.577,0.543,0.237,0.183,22,70,45.7,59.6,5.1,6.7,8.2,118.7,129.9,was,116,20200112,243,-102,-108,225.5
0.511,0.483,0.36,0.225,22.4,83.3,48.2,50,9.9,8.6,14.8,99,104.9,det,100,0.595,0.567,0.293,0.195,16.7,77.6,51.8,52.4,8.9,10.5,17.6,104.9,99,was,106,20200120,206,-101,-109,232.5
0.498,0.48,0.303,0.192,29.6,53.7,40,74.4,9.6,8.2,6.1,113.6,128.5,cho,107,0.618,0.558,0.43,0.314,46.3,70.4,60,58.5,3.2,8.7,15.5,128.5,113.6,was,121,20200130,228,-113,103,226.5
0.518,0.5,0.5,0.223,26.7,69.5,51,64.1,4.9,10.3,12.7,105.5,111.4,brk,107,0.507,0.485,0.32,0.26,30.5,73.3,49,47.7,8.9,17,7.5,111.4,105.5,was,113,20200201,220,101,-112,243.5
0.621,0.58,0.345,0.356,26.7,94.1,55.7,72.1,7.8,9.8,12.2,122.6,114.8,gsw,125,0.611,0.56,0.265,0.349,5.9,73.3,44.3,66.7,5.9,7,10.3,114.8,122.6,was,117,20200203,242,-110,-101,234.5
0.589,0.549,0.44,0.231,32.6,81,55.7,64.3,7.2,3.8,11.5,121.4,122.5,dal,118,0.622,0.606,0.422,0.144,19,67.4,44.3,62.2,8.2,7.8,12,122.5,121.4,was,119,20200207,237,-105,-105,234
0.469,0.446,0.314,0.245,24.1,84.5,55.4,44.2,3.7,6,10.3,97.4,91,mem,106,0.439,0.385,0.33,0.29,15.5,75.9,44.6,71.4,6.4,5.7,5.8,91,97.4,was,99,20200209,205,-112,102,240.5
0.581,0.565,0.424,0.152,22.2,79.1,50,56.8,8.5,7,16.9,107.2,118.5,chi,114,0.633,0.601,0.36,0.27,20.9,77.8,50,58.3,10.3,11.3,14.6,118.5,107.2,was,126,20200211,240,-114,103,230
0.614,0.599,0.333,0.309,25,68.5,50,44.2,2.9,8.7,18.6,109.6,104.8,cle,113,0.465,0.429,0.349,0.217,31.5,75,50,58.5,11.6,5.6,8.7,104.8,109.6,was,108,20200221,221,-109,-101,237
0.7,0.669,0.43,0.314,10.3,87.2,52.3,53.1,6,6.3,17.7,116.6,114.1,mil,137,0.595,0.556,0.357,0.337,12.8,89.7,47.7,57.4,6.8,0,13.1,114.1,116.6,was,134,20200224,271,-103,-107,243.5
0.518,0.471,0.414,0.402,33.3,82,58.9,41.7,6.9,1.8,15,104.1,108,brk,106,0.534,0.505,0.406,0.167,18,66.7,41.1,53.7,8.8,3.9,9.6,108,104.1,was,110,20200226,216,-103,-107,233.5
0.613,0.605,0.372,0.14,17.1,76.9,48.6,54.3,9.2,8.9,15.7,113.9,120,atl,112,0.646,0.572,0.408,0.461,23.1,82.9,51.4,66.7,9.2,7.4,14.9,120,113.9,was,118,20200306,230,-103,-107,240
0.638,0.583,0.424,0.424,16.7,91.1,61.3,65.6,7.5,25.8,20.3,107.8,95.9,mia,100,0.51,0.455,0.603,0.269,8.9,83.3,38.7,73.1,11.9,5.3,13,95.9,107.8,was,89,20200308,189,-104,-106,233
0.608,0.568,0.259,0.383,22.2,75.7,49.3,71.4,10,7.7,16,115,122,nyk,115,0.65,0.568,0.473,0.608,24.3,77.8,50.7,65.7,8,6.7,14.6,122,115,was,122,20200310,237,-102,-108,230
0.664,0.594,0.4,0.4,12.5,80.5,50.7,69,9.4,4.3,15.3,117.5,105.3,pho,125,0.554,0.505,0.242,0.253,19.5,87.5,49.3,42.9,6.6,4.2,15.1,105.3,117.5,was,112,20200731,237,-106,-106,224.5
0.56,0.516,0.283,0.174,20,80,50,45.5,6,17.2,9.2,111.6,100.5,ind,111,0.501,0.495,0.319,0.138,20,80,50,73.2,6,10.6,11.5,100.5,111.6,was,100,20200803,211,-106,-106,227.5
0.565,0.53,0.354,0.354,13.3,79.5,46.1,71.1,11,6.3,12.9,106.9,97.9,phi,107,0.513,0.465,0.247,0.282,20.5,86.7,53.9,47.2,8,9.4,13.6,97.9,106.9,was,98,20200805,205,-105,-107,227.5
0.634,0.609,0.437,0.322,21.4,80,54.6,56.8,5.8,0,12.4,120.9,108.5,mil,126,0.522,0.474,0.368,0.316,20,78.6,45.4,56.4,1.9,6.1,9.2,108.5,120.9,was,113,20200811,239,-106,-106,227.5
0.614,0.576,0.36,0.244,21.1,79.1,51.9,61.4,9.3,4.2,12,120.9,103.3,atl,117,0.528,0.471,0.435,0.259,20.9,78.9,48.1,57.1,6.2,9.1,12.1,103.3,120.9,det,100,20191024,217,-110,-100,221.5
0.584,0.557,0.391,0.345,16.7,86.5,52.1,71.4,12.7,5.3,18,105.7,100.3,phi,117,0.604,0.592,0.25,0.474,13.5,83.3,47.9,48.8,9.9,13.2,20,100.3,105.7,det,111,20191026,228,103,-113,214
0.471,0.447,0.223,0.138,25,78,48.4,61.5,11.8,7,6.6,101,103.1,ind,94,0.562,0.537,0.296,0.123,22,75,51.6,56.8,2.1,4.1,19,103.1,101,det,96,20191028,190,-113,103,212.5
0.542,0.516,0.344,0.183,21.7,88.4,53.9,55.8,3.9,6.3,12.2,105.5,109.4,brk,109,0.545,0.495,0.297,0.319,11.6,78.3,46.1,51.2,7.7,11.5,7.2,109.4,105.5,det,113,20191102,222,-108,-102,223
0.571,0.556,0.313,0.263,12.5,75.8,41.1,61.5,9.4,8.2,12.7,106.6,127.5,nyk,102,0.681,0.652,0.38,0.304,24.2,87.5,58.9,84.1,7.3,1.8,15.2,127.5,106.6,det,122,20191106,224,-105,-105,206.5
0.616,0.59,0.382,0.213,28.9,73.9,53.6,55.6,7,10.9,14.1,120.3,114.2,min,120,0.582,0.54,0.368,0.287,26.1,71.1,46.4,64.1,9,9.1,14.8,114.2,120.3,det,114,20191111,234,-112,102,223
0.539,0.489,0.42,0.193,25,66.7,44.7,68.4,12.2,4.2,16.6,104.8,130.2,atl,103,0.705,0.701,0.415,0.244,33.3,75,55.3,61.2,13.2,19.6,16.5,130.2,104.8,det,128,20191122,231,-113,102,226.5
0.47,0.429,0.298,0.262,16.7,78.6,45.6,46.9,8.7,17.1,8.8,95.5,111.8,orl,88,0.572,0.519,0.481,0.316,21.4,83.3,54.4,67.6,6.5,8.5,12.6,111.8,95.5,det,103,20191125,191,-104,-106,208
0.614,0.596,0.458,0.181,26.2,65,45.1,65,9.1,12.5,10,125.6,122.1,cho,110,0.583,0.584,0.422,0.241,35,73.8,54.9,65.9,5.7,8.9,12.4,122.1,125.6,det,107,20191129,217,-101,-109,213.5
0.502,0.449,0.295,0.25,15.2,68.6,38.3,55.6,11.3,10.5,7.6,100.8,135.8,sas,98,0.688,0.676,0.352,0.205,31.4,84.8,61.7,63.5,5.1,8.1,13.5,135.8,100.8,det,132,20191201,230,102,-112,218
0.623,0.567,0.389,0.3,24.4,83.3,57.9,56.8,6.8,14,12.1,123.3,100,mil,127,0.502,0.478,0.387,0.237,16.7,75.6,42.1,64.1,4.9,5.5,9.7,100,123.3,det,103,20191204,230,-104,-106,223
0.55,0.512,0.289,0.241,11.9,66.7,39.3,63.2,8.3,14.5,10.7,104.4,111.6,ind,101,0.549,0.511,0.287,0.299,33.3,88.1,60.7,53.8,7.2,8.5,14.7,111.6,104.4,det,108,20191206,209,-115,104,212
0.622,0.602,0.5,0.261,27.5,89.1,60.5,55.6,4.1,10.6,10.1,125.1,113.8,dal,122,0.56,0.534,0.472,0.258,10.9,72.5,39.5,57.5,8.2,4.5,6.6,113.8,125.1,det,111,20191212,233,-100,-110,217
0.684,0.659,0.386,0.239,22.6,70,49.3,63.3,6,10.6,13.4,132.3,118.3,was,133,0.589,0.552,0.453,0.395,30,77.4,50.7,70.7,6,7.4,12.2,118.3,132.3,det,119,20191216,252,-110,-100,232
0.551,0.5,0.385,0.264,24,77.8,49.5,69.2,9.1,11.5,10.6,112.8,99.7,tor,112,0.512,0.483,0.402,0.253,22.2,76,50.5,48.7,7,10.7,13.4,99.7,112.8,det,99,20191218,211,-104,-106,217.5
0.676,0.636,0.455,0.325,32.4,85.4,61.3,52.5,8.3,7.7,17,123.6,111.1,chi,119,0.58,0.552,0.402,0.138,14.6,67.6,38.7,75,14.5,9.5,14.8,111.1,123.6,det,107,20191221,226,-109,-101,209
0.626,0.611,0.316,0.116,41.5,83.8,61.5,63.5,8.4,14.8,10.7,132,115.1,phi,125,0.593,0.571,0.357,0.214,16.2,58.5,38.5,62.8,9.5,1.5,12.4,115.1,132,det,109,20191223,234,-104,-106,215
0.491,0.451,0.261,0.293,32.7,70.3,47.8,47.4,7.2,13.2,10.4,105.4,136.4,was,102,0.677,0.645,0.558,0.302,29.7,67.3,52.2,69.6,5.2,7.4,12.6,136.4,105.4,det,132,20191226,234,-112,101,228.5
0.576,0.555,0.22,0.22,27,60.4,45.9,50,9.1,6.4,12.3,115.7,112.7,cle,115,0.533,0.52,0.204,0.163,39.6,73,54.1,41.7,8,12.7,12.5,112.7,115.7,det,112,20200109,227,-110,-100,220.5
0.606,0.572,0.422,0.169,23.1,70.7,47.5,57.1,11.8,12,13.6,115.4,105.8,chi,108,0.551,0.519,0.359,0.346,29.3,76.9,52.5,61.1,7.5,8.3,17.5,105.8,115.4,det,99,20200111,207,102,-112,215.5
0.509,0.461,0.252,0.262,30.9,89.8,58.7,53.5,5.4,7.5,14.2,104.4,98.2,nop,117,0.502,0.46,0.323,0.242,10.2,69.1,41.3,67.5,9.8,10.4,7.6,98.2,104.4,det,110,20200113,227,-110,-101,221.5
0.49,0.48,0.357,0.235,21.1,91.7,48.4,54.8,9.6,2.3,8.5,101.4,121.4,sac,106,0.688,0.616,0.397,0.603,8.3,78.9,51.6,48.7,8.6,6.3,15.5,121.4,101.4,det,127,20200122,233,-103,-107,221.5
0.675,0.614,0.278,0.392,22.9,80.4,57,62.8,6.1,6.8,13.1,127.5,114.2,mem,125,0.535,0.489,0.352,0.341,19.6,77.1,43,59,8.2,1.8,6.3,114.2,127.5,det,112,20200124,237,101,-112,231.5
0.576,0.527,0.447,0.266,22.4,75.9,51.4,45.2,2.9,7.2,8.7,118.1,108.3,brk,121,0.496,0.476,0.337,0.173,24.1,77.6,48.6,46.5,4.9,5.8,6.7,108.3,118.1,det,111,20200125,232,-104,-106,228.5
0.565,0.547,0.25,0.135,28.2,79.1,54.9,52.1,9.1,12.2,11.3,116.6,101.4,cle,115,0.547,0.524,0.417,0.202,20.9,71.8,45.1,47.4,8.1,9.7,15.7,101.4,116.6,det,100,20200127,215,104,-115,214.5
0.584,0.571,0.318,0.129,17.9,72.9,48.3,59.1,6.4,16.3,13.5,111.5,97.7,tor,105,0.49,0.424,0.456,0.43,27.1,82.1,51.7,64.3,5.3,10.3,13.8,97.7,111.5,det,92,20200131,197,-104,-106,223
0.582,0.552,0.333,0.229,30.4,75,52.2,62.5,7,11.1,7.8,122.7,127.7,den,123,0.612,0.585,0.33,0.255,25,69.6,47.8,68.8,4,3.1,9.5,127.7,122.7,det,128,20200202,251,-110,-100,211.5
0.646,0.623,0.338,0.195,20,68.2,46.8,69,4.4,7.5,15.2,119.2,128,pho,108,0.568,0.547,0.295,0.168,31.8,80,53.2,67.4,9.9,3.9,5.6,128,119.2,det,116,20200205,224,100,-111,217.5
0.514,0.494,0.259,0.2,39,91.2,62.7,63.2,5.7,15,14,108.4,105,nyk,95,0.605,0.587,0.42,0.232,8.8,61,37.3,61.8,5.7,11.1,17.4,105,108.4,det,92,20200208,187,-105,-105,211
0.462,0.426,0.409,0.159,28.3,62.7,46.4,57.6,11.5,6.4,9.6,100,87.3,cho,87,0.433,0.396,0.427,0.159,37.3,71.7,53.6,72.4,4.6,9.6,19.3,87.3,100,det,76,20200210,163,-100,-110,206.5
0.601,0.559,0.355,0.29,17,82.5,47.1,51.1,13.7,6.5,6.3,123.1,103.5,mil,126,0.589,0.56,0.446,0.193,17.5,83,52.9,62.5,2.9,8.3,18.9,103.5,123.1,det,106,20200220,232,-108,-102,227
0.691,0.68,0.32,0.227,6.9,77.5,47.8,54.3,13.6,18.6,14.5,119,111.7,okc,114,0.578,0.57,0.5,0.174,22.5,93.1,52.2,67.5,8.4,9.8,15.5,111.7,119,det,107,20200304,221,-105,-105,209.5
0.621,0.584,0.429,0.364,24.3,75.6,51.3,42.5,11,7.1,9.2,122.4,115.8,uta,111,0.549,0.517,0.349,0.256,24.4,75.7,48.7,60,4.4,4.5,10.3,115.8,122.4,det,105,20200307,216,-103,-107,211
0.545,0.51,0.286,0.21,38.5,76.3,54.4,51,10.8,9.1,8,123,124,chi,125,0.663,0.642,0.5,0.182,23.7,61.5,45.6,62.2,3,5.3,16.7,124,123,cho,126,20191023,251,-115,104,216.5
0.578,0.538,0.418,0.341,28.3,81.3,55.3,69.8,10.6,10.9,12.5,116.4,95.3,min,121,0.519,0.512,0.345,0.31,18.8,71.7,44.7,70.3,5.8,9.4,16.6,95.3,116.4,cho,99,20191025,220,-101,-109,225.5
0.618,0.606,0.319,0.074,20.6,78.3,53.8,52.9,4.7,12.3,15.6,113,114.9,ind,120,0.573,0.534,0.352,0.477,21.7,79.4,46.3,52.4,6.6,6.3,10.9,114.9,113,cho,122,20191105,242,102,-112,213
0.524,0.484,0.355,0.247,21.6,82,51.5,72.5,12.6,9.1,10.4,104.8,84.4,bos,108,0.457,0.419,0.36,0.244,18,78.4,48.5,63.6,6.8,15,17.4,84.4,104.8,cho,87,20191107,195,-114,104,214.5
0.652,0.627,0.44,0.4,23.7,73.5,51.7,62.5,12.3,11.3,22.8,108.5,103.8,nop,115,0.534,0.477,0.398,0.386,26.5,76.3,48.3,75,9.4,4.8,16.9,103.8,108.5,cho,110,20191109,225,-112,101,231.5
0.64,0.635,0.393,0.101,28.9,82.9,57,66.7,8.8,9.8,19.8,116.4,114.4,mem,119,0.613,0.586,0.414,0.218,17.1,71.1,43,62.8,7.8,9.3,13.6,114.4,116.4,cho,117,20191113,236,-104,-106,221
0.617,0.586,0.432,0.136,20.6,71.4,50.6,62.5,3.1,4.9,18.1,110.7,113.8,det,106,0.529,0.516,0.365,0.167,28.6,79.4,49.4,51.2,10.4,6.5,8.8,113.8,110.7,cho,109,20191115,215,101,-111,220.5
0.578,0.568,0.495,0.126,28.3,72.2,47.6,62.8,12.4,5.8,11.5,119.5,118.4,chi,116,0.641,0.625,0.35,0.275,27.8,71.7,52.4,59.1,5.1,14.6,17.5,118.4,119.5,cho,115,20191123,231,-114,103,218.5
0.534,0.523,0.364,0.17,22.5,78.7,52.9,56.1,2.2,3.4,7.8,113.1,114.3,det,101,0.527,0.483,0.341,0.227,21.3,77.5,47.1,69.2,3.4,12.5,3,114.3,113.1,cho,102,20191127,203,-102,-108,215
0.539,0.494,0.477,0.341,18.8,66.7,41.1,76.9,12.4,11.9,6.5,112.3,107.1,pho,109,0.545,0.494,0.298,0.31,33.3,81.3,58.9,71.1,4.1,15.2,16.6,107.1,112.3,cho,104,20191202,213,-114,103,222
0.538,0.519,0.295,0.192,15.4,73.8,45.7,50,7.6,7.7,15.9,99.4,115.8,gsw,91,0.586,0.58,0.552,0.092,26.2,84.6,54.3,75,12,12.7,12.6,115.8,99.4,cho,106,20191204,197,-102,-108,214
0.587,0.563,0.432,0.17,38.5,77.3,59,83.3,12.7,11.6,14.5,117.8,110.4,brk,111,0.575,0.536,0.482,0.205,22.7,61.5,41,63.9,6.4,12,17.4,110.4,117.8,cho,104,20191206,215,100,-111,219.5
0.619,0.582,0.495,0.187,26.2,74,52.2,63.6,8.2,13.6,11.7,125,109.6,atl,122,0.521,0.461,0.344,0.322,26,73.8,47.8,61.1,8.2,6.5,9.7,109.6,125,cho,107,20191208,229,101,-112,222.5
0.53,0.483,0.389,0.278,26,74.4,48.4,71.1,7.3,15.9,9,111.5,118.8,was,107,0.586,0.541,0.482,0.329,25.6,74,51.6,57.9,4.2,7.3,11.8,118.8,111.5,cho,114,20191210,221,-108,-103,230
0.527,0.495,0.429,0.143,22.2,59,39.3,60.5,10.9,9.8,9.4,111.5,120.2,sac,102,0.592,0.562,0.37,0.333,41,77.8,60.7,66.7,5.5,15.4,14.7,120.2,111.5,cho,110,20191217,212,-110,-100,207
0.68,0.633,0.453,0.267,24.2,75.6,53.8,69.2,7.4,7.1,20,119.7,112.4,uta,114,0.565,0.529,0.341,0.259,24.4,75.8,46.2,51.3,13.7,9.8,12.9,112.4,119.7,cho,107,20191221,221,-103,-107,208.5
0.507,0.478,0.348,0.348,21.3,69.6,47.6,47.5,7.7,6.5,12,99.9,97.9,okc,104,0.468,0.45,0.386,0.178,30.4,78.7,52.4,61.9,7.7,6.9,12.1,97.9,99.9,cho,102,20191227,206,104,-115,208
0.537,0.526,0.392,0.103,31.3,83,56.8,56.8,12.4,17.3,9,112.8,95.2,bos,109,0.494,0.465,0.395,0.186,17,68.8,43.2,73.5,7.2,6.8,15.4,95.2,112.8,cho,92,20191231,201,-105,-105,210.5
0.604,0.584,0.292,0.157,28.6,79.5,53.1,66,8.7,9.8,9.5,125.8,113.7,ind,115,0.573,0.519,0.37,0.272,20.5,71.4,46.9,56.8,3.3,4.8,10.8,113.7,125.8,cho,104,20200106,219,-107,-103,209.5
0.545,0.521,0.383,0.213,27.5,71.1,47.9,81,7.2,10.2,8.9,114.7,112.7,tor,112,0.564,0.529,0.43,0.302,28.9,72.5,52.1,78.9,6.1,10.3,14.9,112.7,114.7,cho,110,20200108,222,-104,-106,207.5
0.552,0.554,0.304,0.098,33.3,78,54.7,56.8,10.1,9.3,8.6,118.8,93,orl,106,0.489,0.447,0.434,0.263,22,66.7,45.3,72.4,4.5,7.8,17.5,93,118.8,cho,83,20200120,189,-102,-108,206
0.595,0.563,0.414,0.276,27.9,83.7,57.6,59.1,8,17,13.3,115.8,102.8,mil,116,0.519,0.453,0.453,0.349,16.3,72.1,42.4,75,6,5.9,11.6,102.8,115.8,cho,103,20200124,219,-111,100,219.5
0.506,0.494,0.372,0.128,18.6,68,45.2,44.7,5.3,12.5,12.5,98.3,103.7,nyk,92,0.486,0.432,0.364,0.307,32,81.4,54.8,64.7,5.3,7.4,11.5,103.7,98.3,cho,97,20200128,189,-102,-108,209
0.64,0.638,0.425,0.213,20.5,65.9,44.6,81.4,7.9,5.2,9.3,126.7,113.1,orl,112,0.525,0.511,0.348,0.157,34.1,79.5,55.4,58.5,9.1,4.3,11.2,113.1,126.7,cho,100,20200203,212,-105,-105,203.5
0.632,0.603,0.402,0.126,28.9,74.5,54.1,65.9,5.6,11.8,9.8,129.7,111.8,dal,116,0.527,0.5,0.414,0.207,25.5,71.1,45.9,39.5,5.6,7.7,9.5,111.8,129.7,cho,100,20200208,216,-114,103,212
0.603,0.58,0.54,0.218,20,83.3,54.5,61.9,10.4,11.3,9.5,119,89,brk,115,0.442,0.42,0.398,0.239,16.7,80,45.5,71,5.2,5,11,89,119,cho,86,20200222,201,-110,100,210
0.546,0.529,0.176,0.2,32.5,74.4,53.2,51.2,5.3,11.3,14,108,114.4,nyk,101,0.569,0.53,0.361,0.301,25.6,67.5,46.8,64.1,7.5,5.7,13,114.4,108,cho,107,20200226,208,-100,-110,207.5
0.483,0.443,0.356,0.241,30,79.3,56.5,57.1,7.3,9.8,14.3,97.4,89,mil,93,0.423,0.396,0.365,0.104,20.7,70,43.5,64.7,7.3,14.3,9.1,89,97.4,cho,85,20200301,178,103,-114,218
0.586,0.544,0.4,0.25,15.8,65.9,41.8,65.8,13.2,9.4,10.1,114.7,113.6,sas,104,0.573,0.549,0.354,0.22,34.1,84.2,58.2,64.1,4.4,4.2,15.9,113.6,114.7,cho,103,20200303,207,-104,-106,212
0.621,0.578,0.313,0.241,34.2,73.5,52.8,65.9,7.8,11.4,11.6,127.5,125.2,den,114,0.627,0.578,0.429,0.364,26.5,65.8,47.2,63.2,7.8,3.5,12.7,125.2,127.5,cho,112,20200305,226,-112,102,208
0.584,0.559,0.592,0.263,35.1,82.9,58.3,62.9,10,7.9,19.1,110.3,120.3,hou,99,0.667,0.636,0.457,0.357,17.1,64.9,41.7,78.4,7.8,3.2,17.3,120.3,110.3,cho,108,20200307,207,-102,-109,220
0.558,0.532,0.441,0.312,25,67.3,45.5,57.1,13.7,16.4,10.2,115.8,93.3,bos,118,0.49,0.421,0.329,0.415,32.7,75,54.5,48.4,6.9,7.7,19.2,93.3,115.8,nyk,95,20191026,213,-106,-104,218.5
0.52,0.476,0.412,0.247,17.4,54.5,37.6,52.8,6.4,8.1,8.7,104.1,111.5,chi,98,0.5,0.467,0.319,0.352,45.5,82.6,62.4,50,3.2,12,13.9,111.5,104.1,nyk,105,20191028,203,-102,-108,224.5
0.589,0.571,0.459,0.294,25.6,81.6,56.8,61,7.3,10.2,12.7,117.2,95.4,sac,113,0.491,0.45,0.388,0.388,18.4,74.4,43.2,56.3,6.2,10.9,12.2,95.4,117.2,nyk,92,20191103,205,102,-112,214
0.565,0.488,0.341,0.378,20.5,67.9,46.4,55.6,11.2,3.6,12.8,109.9,88.6,cle,108,0.448,0.413,0.36,0.291,32.1,79.5,53.6,61.3,11.2,14.8,17.8,88.6,109.9,nyk,87,20191110,195,-107,-103,214
0.527,0.476,0.429,0.369,24,68.1,45.4,58.3,8.4,10.9,10.1,108,111.2,dal,103,0.536,0.516,0.319,0.117,31.9,76,54.6,47.6,6.3,4.2,13.2,111.2,108,nyk,106,20191114,209,-104,-106,215
0.54,0.511,0.552,0.218,25.5,69.8,46.7,61.1,5.5,4.5,9.5,113.4,112.3,cho,103,0.531,0.488,0.233,0.267,30.2,74.5,53.3,56.4,5.5,2.6,10.3,112.3,113.4,nyk,102,20191116,205,102,-113,213
0.589,0.586,0.474,0.395,26.3,62,46.6,50,2.1,1.3,17.6,108.9,127.6,cle,105,0.542,0.49,0.235,0.357,38,73.7,53.4,38.6,8.3,25,5.8,127.6,108.9,nyk,123,20191118,228,-114,103,209.5
0.636,0.613,0.307,0.373,25,79.2,56,65,7.1,5.7,20.1,112.7,105.6,sas,111,0.522,0.511,0.43,0.161,20.8,75,44,75,12.2,5.8,9.9,105.6,112.7,nyk,104,20191123,215,100,-110,217
0.56,0.494,0.494,0.442,17.1,75.7,44.9,58.1,6.5,2.2,10.7,111.7,109.5,brk,103,0.58,0.575,0.438,0.2,24.3,82.9,55.1,59.5,6.5,10.3,15.5,109.5,111.7,nyk,101,20191124,204,101,-111,215.5
0.564,0.479,0.361,0.556,22.2,80.9,55.4,71,5.3,17.2,15.2,106.1,99.8,phi,101,0.513,0.487,0.256,0.423,19.1,77.8,44.6,41.2,5.3,8.7,13.1,99.8,106.1,nyk,95,20191129,196,-105,-105,209.5
0.55,0.522,0.441,0.237,34,77.8,53,61,5.2,14,11.2,118.4,109,bos,113,0.564,0.513,0.342,0.487,22.2,66,47,42.9,7.3,11.5,13.2,109,118.4,nyk,104,20191201,217,-105,-105,208.5
0.68,0.684,0.448,0.207,24.3,88.6,59.3,77.6,8.1,10.2,12,130.6,93.1,den,129,0.494,0.464,0.41,0.277,11.4,75.7,40.7,67.6,9.1,14.6,13.1,93.1,130.6,nyk,92,20191205,221,-104,-106,204
0.573,0.553,0.329,0.153,11.9,71.2,44.7,63.4,7.1,13.8,15,104.8,103.8,ind,104,0.489,0.458,0.323,0.219,28.8,88.1,55.3,61.5,11.1,10.5,9.5,103.8,104.8,nyk,103,20191207,207,100,-110,209
0.557,0.53,0.434,0.202,17.6,67.5,39.6,44.4,6.6,4.5,8.5,114,135.8,atl,120,0.658,0.626,0.295,0.326,32.5,82.4,60.4,56.6,6.6,10.7,9.2,135.8,114,nyk,143,20191217,263,-106,-104,225
0.613,0.588,0.506,0.412,17.4,83,52.5,63.4,8.2,20.9,15.9,112.5,93.3,mil,123,0.48,0.448,0.309,0.216,17,82.6,47.5,59,9.1,14.3,11.6,93.3,112.5,nyk,102,20191221,225,-111,101,227
0.534,0.52,0.3,0.3,32.7,74.4,52.2,57.4,11.9,12.3,6.6,120.4,114.4,was,121,0.577,0.554,0.387,0.161,25.6,67.3,47.8,65.9,4,14.3,12.3,114.4,120.4,nyk,115,20191223,236,-111,100,227
0.462,0.447,0.34,0.16,17.9,80.4,46.1,45.9,4.1,8.1,7.4,94.4,118.8,por,93,0.562,0.551,0.367,0.143,19.6,82.1,53.9,61.7,3,9.7,6.3,118.8,94.4,nyk,117,20200101,210,-105,-105,225.5
0.658,0.663,0.442,0.198,15.8,72.5,48.3,72.9,7.6,8.2,16.9,116.9,105.5,nop,123,0.51,0.485,0.27,0.2,27.5,84.2,51.7,56.5,12.4,2.1,10.7,105.5,116.9,nyk,111,20200110,234,-108,-102,226.5
0.67,0.628,0.449,0.359,21.6,75.6,50,57.1,1,8.5,13.4,127,130.1,mia,121,0.606,0.561,0.344,0.311,24.4,78.4,50,52.2,11.5,7,5.5,130.1,127,nyk,124,20200112,245,-100,-110,216.5
0.605,0.576,0.326,0.196,31.8,79.6,57,66,10.5,6.3,16,115.8,93.8,pho,121,0.487,0.456,0.289,0.267,20.4,68.2,43,56.8,11.5,4.8,15.2,93.8,115.8,nyk,98,20200116,219,-110,-100,226.5
0.521,0.5,0.41,0.244,12.2,75,46.1,76.5,8.5,9.5,13.1,95.8,92.6,phi,90,0.454,0.432,0.284,0.205,25,87.8,53.9,57.1,4.3,10.9,12.7,92.6,95.8,nyk,87,20200118,177,-103,-107,219
0.53,0.494,0.329,0.341,24.4,71.1,47.8,50,14,14.8,9.6,107.9,99.3,lal,100,0.491,0.472,0.386,0.148,28.9,75.6,52.2,66.7,4.3,7.3,15.4,99.3,107.9,nyk,92,20200122,192,-114,104,223
