away_team_x,total,team,money_line,away_money_line,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,away_fg,away_fga,away_fg_pct,away_fg3,away_fg3a,away_fg3_pct,away_ft,away_fta,away_ft_pct,away_orb,away_drb,away_trb,away_ast,away_stl,away_blk,away_tov,away_pf,away_pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,score,away_ts_pct,away_efg_pct,away_fg3a_per_fga_pct,away_fta_per_fga_pct,away_orb_pct,away_drb_pct,away_trb_pct,away_ast_pct,away_stl_pct,away_blk_pct,away_tov_pct,away_usg_pct,away_off_rtg,away_def_rtg,away_score,date
orl,214½,cle,+183,-206,240,33,85,.388,10,28,.357,7,12,.583,9,26,35,20,12,4,14,14,83,38,88,.432,15,34,.441,12,13,.923,18,36,54,22,9,7,19,15,103,.460,.447,.329,.141,20.0,59.1,39.3,60.6,13.1,7.4,13.4,100.0,90.7,112.6,83,.550,.517,.386,.148,40.9,80.0,60.7,57.9,9.8,12.3,16.9,100.0,112.6,90.7,103,20210104
atl,224½,nyk,+246,-284,240,43,85,.506,7,21,.333,20,25,.800,11,34,45,26,9,6,15,21,113,40,87,.460,10,31,.323,18,23,.783,10,30,40,24,4,2,12,21,108,.589,.547,.247,.294,26.8,77.3,52.9,60.5,9.2,10.7,13.5,100.0,116.1,110.9,113,.556,.517,.356,.264,22.7,73.2,47.1,60.0,4.1,3.1,11.0,100.0,110.9,116.1,108,20210104
tor,217,bos,+216,-246,240,41,84,.488,15,29,.517,29,34,.853,12,44,56,19,3,9,19,29,126,36,90,.400,13,37,.351,29,38,.763,8,29,37,20,13,4,10,26,114,.637,.577,.345,.405,29.3,84.6,60.2,46.3,2.9,17.0,16.1,100.0,120.3,108.9,126,.534,.472,.411,.422,15.4,70.7,39.8,55.6,12.4,7.3,8.6,100.0,108.9,120.3,114,20210104
mia,214½,okc,+359,-436,240,29,79,.367,13,48,.271,19,27,.704,6,32,38,20,6,4,15,15,90,46,81,.568,16,34,.471,10,18,.556,4,43,47,34,7,0,14,20,118,.495,.449,.608,.342,12.2,88.9,44.7,69.0,6.1,8.5,14.2,100.0,91.7,120.2,90,.664,.667,.420,.222,11.1,87.8,55.3,73.9,7.1,0.0,13.6,100.0,120.2,91.7,118,20210104
nop,215½,ind,+113,-125,265,45,93,.484,19,45,.422,9,13,.692,5,37,42,32,10,8,14,27,118,44,101,.436,9,27,.333,19,24,.792,16,41,57,26,5,4,18,20,116,.598,.586,.484,.140,10.9,69.8,42.4,71.1,9.2,10.8,12.4,100.0,108.9,107.0,118,.520,.480,.267,.238,30.2,89.1,57.6,59.1,4.6,8.3,13.9,100.0,107.0,108.9,116,20210104
mil,224,det,+1179,-1911,240,43,98,.439,17,40,.425,12,12,1.000,6,25,31,27,9,5,8,17,115,49,85,.576,14,34,.412,13,16,.813,7,42,49,32,6,4,19,18,125,.557,.526,.408,.122,12.5,78.1,38.8,62.8,8.8,9.8,7.2,100.0,112.0,121.7,115,.679,.659,.400,.188,21.9,87.5,61.3,65.3,5.8,6.9,17.1,100.0,121.7,112.0,125,20210104
hou,229,dal,+144,-160,240,39,82,.476,16,39,.410,19,20,.950,10,41,51,24,4,3,15,31,113,30,77,.390,11,40,.275,29,36,.806,7,28,35,17,5,4,12,19,100,.622,.573,.476,.244,26.3,85.4,59.3,61.5,4.2,8.1,14.2,100.0,119.6,105.8,113,.539,.461,.519,.468,14.6,73.7,40.7,56.7,5.3,9.3,11.4,100.0,105.8,119.6,100,20210104
gsw,235½,sac,-117,+106,240,34,90,.378,10,35,.286,28,39,.718,11,41,52,20,5,6,14,20,106,51,97,.526,23,43,.535,12,14,.857,3,45,48,41,4,6,11,28,137,.495,.433,.389,.433,19.6,93.2,52.0,58.8,4.6,11.1,11.6,100.0,97.2,125.6,106,.664,.644,.443,.144,6.8,80.4,48.0,80.4,3.7,10.9,9.6,100.0,125.6,97.2,137,20210104
mia,221½,nop,+127,-140,240,31,78,.397,10,35,.286,26,33,.788,11,30,41,18,8,2,19,20,98,38,75,.507,16,37,.432,19,23,.826,4,31,35,29,11,2,17,25,111,.530,.462,.449,.423,26.2,88.2,53.9,58.1,8.3,5.3,17.0,100.0,101.3,114.7,98,.652,.613,.493,.307,11.8,73.8,46.1,76.3,11.4,4.7,16.6,100.0,114.7,101.3,111,20201225
mil,230½,gsw,+436,-546,240,34,99,.343,10,45,.222,21,25,.840,10,33,43,14,5,6,11,22,99,50,90,.556,20,36,.556,18,26,.692,11,49,60,25,6,4,17,17,138,.450,.394,.455,.253,16.9,75.0,41.7,41.2,4.7,11.1,9.1,100.0,92.1,128.4,99,.680,.667,.400,.289,25.0,83.1,58.3,50.0,5.6,7.4,14.4,100.0,128.4,92.1,138,20201225
bos,229½,brk,-155,+140,240,41,76,.539,15,29,.517,26,31,.839,9,34,43,21,5,10,15,22,123,37,98,.378,8,27,.296,13,19,.684,20,27,47,23,6,5,15,27,95,.686,.638,.382,.408,25.0,63.0,47.8,51.2,5.3,14.1,14.3,100.0,129.2,99.8,123,.447,.418,.276,.194,37.0,75.0,52.2,62.2,6.3,10.6,12.4,100.0,99.8,129.2,95,20201225
lal,226,dal,+226,-260,240,41,83,.494,13,32,.406,20,26,.769,3,24,27,20,13,3,9,22,115,51,91,.560,19,39,.487,17,24,.708,17,36,53,33,9,4,16,23,138,.609,.572,.386,.313,7.7,58.5,33.8,48.8,13.1,5.8,8.7,100.0,116.3,139.5,115,.679,.665,.429,.264,41.5,92.3,66.3,64.7,9.1,7.8,13.6,100.0,139.5,116.3,138,20201225
den,226½,lac,-161,+144,240,41,74,.554,19,38,.500,20,24,.833,9,29,38,32,9,4,18,32,121,37,81,.457,11,36,.306,23,31,.742,10,22,32,25,7,1,13,20,108,.715,.682,.514,.324,29.0,74.4,54.3,78.0,9.7,8.9,17.6,100.0,130.3,116.3,121,.571,.525,.444,.383,25.6,71.0,45.7,67.6,7.5,2.8,12.1,100.0,116.3,130.3,108,20201225
brk,240,atl,+200,-228,240,47,99,.475,18,46,.391,29,35,.829,17,37,54,27,5,2,12,19,141,54,100,.540,19,41,.463,18,23,.783,9,31,40,30,6,3,8,24,145,.616,.566,.465,.354,35.4,80.4,57.4,57.4,4.7,3.4,9.5,100.0,132.5,136.2,141,.658,.635,.410,.230,19.6,64.6,42.6,55.6,5.6,5.7,6.8,100.0,136.2,132.5,145,20201230
bos,218½,mem,+246,-284,240,40,93,.430,9,33,.273,18,25,.720,14,32,46,26,8,3,22,13,107,49,91,.538,16,39,.410,12,14,.857,10,32,42,27,17,11,16,21,126,.514,.478,.355,.269,30.4,76.2,52.3,65.0,7.6,5.8,17.5,100.0,102.1,120.2,107,.648,.626,.429,.154,23.8,69.6,47.7,55.1,16.2,18.3,14.1,100.0,120.2,102.1,126,20201230
mia,228½,mil,-254,+221,240,40,102,.392,16,41,.390,12,13,.923,16,31,47,26,14,6,13,25,108,40,82,.488,15,39,.385,24,29,.828,10,42,52,25,5,5,22,18,119,.501,.471,.402,.127,27.6,75.6,47.5,65.0,13.6,14.0,10.8,100.0,104.6,115.2,108,.628,.579,.476,.354,24.4,72.4,52.5,62.5,4.8,8.2,18.8,100.0,115.2,104.6,119,20201230
sas,231½,lal,-289,+249,240,46,82,.561,14,26,.538,15,20,.750,7,40,47,25,4,3,17,24,121,40,87,.460,10,24,.417,17,23,.739,7,32,39,25,8,4,10,18,107,.666,.646,.317,.244,17.9,85.1,54.7,54.3,4.0,4.8,15.8,100.0,121.7,107.6,121,.551,.517,.276,.264,14.9,82.1,45.3,62.5,8.0,7.1,9.3,100.0,107.6,121.7,107,20201230
dal,225,cho,+288,-339,240,43,84,.512,15,34,.441,17,21,.810,12,38,50,30,6,6,23,28,118,34,87,.391,12,42,.286,19,33,.576,13,26,39,24,10,6,14,16,99,.633,.601,.405,.250,31.6,74.5,56.2,69.8,6.0,13.3,19.8,100.0,117.2,98.4,118,.488,.460,.483,.379,25.5,68.4,43.8,70.6,9.9,12.0,12.1,100.0,98.4,117.2,99,20201230
lac,226,por,+213,-243,240,32,76,.421,12,38,.316,29,34,.853,5,36,41,14,5,4,17,17,105,47,95,.495,18,38,.474,16,22,.727,11,36,47,30,13,6,10,25,128,.577,.500,.500,.447,12.2,76.6,46.6,43.8,4.9,7.0,15.7,100.0,103.6,126.3,105,.611,.589,.400,.232,23.4,87.8,53.4,63.8,12.8,15.8,8.7,100.0,126.3,103.6,128,20201230
