ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,teams,score,away_ts_pct,away_efg_pct,away_fg3a_per_fga_pct,away_fta_per_fga_pct,away_orb_pct,away_drb_pct,away_trb_pct,away_ast_pct,away_stl_pct,away_blk_pct,away_tov_pct,away_usg_pct,away_off_rtg,away_def_rtg,away_teams,away_score,date
.662,.618,.315,.236,32.4,75.0,56.4,57.1,4.3,5.0,6.7,100.0,140.9,126.8,pho,130,.590,.575,.355,.151,25.0,67.6,43.6,60.9,5.4,6.6,7.5,100.0,126.8,140.9,phi,117,20200811
.581,.544,.478,.444,22.4,80.0,50.0,70.0,7.6,15.9,10.0,100.0,118.7,114.9,tor,125,.614,.565,.476,.393,20.0,77.6,50.0,69.2,8.5,21.3,14.7,100.0,114.9,118.7,phi,121,20200812
.534,.506,.322,.149,15.8,71.4,45.0,59.0,7.1,6.1,15.5,100.0,99.8,110.9,ind,99,.593,.569,.388,.363,28.6,84.2,55.0,57.5,9.1,11.9,16.3,100.0,110.9,99.8,cle,110,20191026
.554,.511,.433,.256,19.6,69.7,40.5,64.1,6.3,9.3,5.7,100.0,116.9,123.2,chi,111,.638,.590,.308,.397,30.3,80.4,59.5,61.0,3.2,13.7,15.6,100.0,123.2,116.9,cle,117,20191030
.657,.638,.436,.138,27.5,76.9,55.4,68.0,5.0,12.5,11.5,100.0,131.7,111.6,dal,131,.525,.500,.500,.229,23.1,72.5,44.6,61.5,9.0,7.5,7.8,100.0,111.6,131.7,cle,111,20191103
.650,.635,.353,.176,11.1,78.8,51.1,50.0,5.0,19.4,13.3,100.0,118.4,112.5,bos,119,.540,.489,.347,.232,21.2,88.9,48.9,55.0,3.0,10.9,7.9,100.0,112.5,118.4,cle,113,20191105
.644,.620,.380,.139,11.8,77.1,50.0,72.1,10.2,13.2,17.7,100.0,110.1,98.9,mia,108,.515,.471,.376,.247,22.9,88.2,50.0,50.0,14.3,4.1,16.0,100.0,98.9,110.1,cle,97,20191114
.623,.601,.274,.202,11.4,78.4,51.2,71.7,6.0,16.9,12.4,100.0,114.1,95.1,phi,114,.472,.411,.278,.267,21.6,88.6,48.8,41.2,9.0,8.2,12.2,100.0,95.1,114.1,cle,95,20191117
.553,.529,.460,.184,12.2,78.0,42.2,53.8,6.1,10.7,9.6,100.0,105.0,111.0,por,104,.544,.483,.356,.368,22.0,87.8,57.8,51.4,9.1,4.3,11.4,100.0,111.0,105.0,cle,110,20191123
.546,.527,.362,.117,26.7,75.0,51.6,65.9,8.4,16.1,8.3,100.0,113.3,111.2,brk,108,.516,.495,.340,.213,25.0,73.3,48.4,60.0,5.2,6.7,8.9,100.0,111.2,113.3,cle,106,20191125
.577,.548,.355,.183,14.0,70.0,41.0,51.1,12.7,12.8,9.9,100.0,113.6,101.8,orl,116,.573,.525,.420,.272,30.0,86.0,59.0,54.1,4.9,0.0,21.6,100.0,101.8,113.6,cle,104,20191127
.606,.580,.386,.261,25.0,81.8,53.4,62.2,7.1,7.4,11.7,100.0,121.3,112.2,mil,119,.595,.597,.386,.114,18.2,75.0,46.6,72.7,7.1,1.9,13.2,100.0,112.2,121.3,cle,110,20191129
.642,.638,.372,.117,26.3,75.0,53.5,64.7,11.5,11.1,9.2,100.0,133.0,98.4,det,127,.489,.467,.300,.156,25.0,73.7,46.5,42.1,6.3,10.2,11.9,100.0,98.4,133.0,cle,94,20191203
.505,.445,.317,.280,22.2,76.7,48.9,59.4,10.7,18.4,15.6,100.0,99.3,92.9,orl,93,.498,.482,.410,.120,23.3,77.8,51.1,62.9,9.6,12.5,15.5,100.0,92.9,99.3,cle,87,20191206
.626,.592,.483,.149,28.9,73.5,50.0,41.9,10.7,10.5,12.3,100.0,124.3,117.9,hou,116,.594,.590,.360,.090,26.5,71.1,50.0,63.0,8.6,8.9,14.0,100.0,117.9,124.3,cle,110,20191211
.495,.478,.407,.198,28.3,66.7,42.2,67.6,13.1,6.3,8.3,100.0,107.4,109.6,cho,98,.614,.588,.351,.230,33.3,71.7,57.8,62.5,7.7,5.6,22.0,100.0,109.6,107.4,cle,100,20191218
.509,.500,.402,.069,18.5,69.2,43.4,70.5,9.1,14.5,6.2,100.0,107.9,114.9,mem,107,.558,.527,.402,.250,30.8,81.5,56.6,65.0,4.0,16.4,12.1,100.0,114.9,107.9,cle,114,20191220
.576,.553,.442,.179,12.2,82.1,46.3,51.1,9.7,10.4,13.5,100.0,104.3,107.0,atl,118,.597,.578,.302,.125,17.9,87.8,53.8,38.0,7.1,11.3,18.5,100.0,107.0,104.3,cle,121,20191223
.583,.536,.458,.289,22.2,80.6,48.1,67.6,5.4,0.0,10.5,100.0,117.9,114.6,cho,109,.608,.586,.432,.173,19.4,77.8,51.9,63.4,6.5,6.7,13.8,100.0,114.6,117.9,cle,106,20200102
.563,.521,.385,.271,35.3,79.1,55.3,55.8,6.3,7.3,9.3,100.0,126.1,110.5,okc,121,.573,.541,.353,.200,20.9,64.7,44.7,48.7,4.2,0.0,12.3,100.0,110.5,126.1,cle,106,20200104
.586,.568,.400,.137,30.4,70.7,49.4,68.1,16.1,13.6,13.7,100.0,119.0,103.8,min,118,.558,.524,.298,.226,29.3,69.6,50.6,37.5,6.0,3.5,17.8,100.0,103.8,119.0,cle,103,20200105
.574,.533,.363,.231,22.2,73.2,46.5,61.9,8.3,5.6,8.2,100.0,119.9,117.8,det,115,.614,.576,.365,.188,26.8,77.8,53.5,69.0,7.3,6.9,14.8,100.0,117.8,119.9,cle,113,20200107
.573,.535,.271,.200,15.9,72.4,48.0,41.5,6.4,14.8,9.8,100.0,113.5,92.1,nyk,106,.424,.399,.351,.181,27.6,84.1,52.0,46.9,5.4,6.5,9.0,100.0,92.1,113.5,cle,86,20200120
.667,.647,.424,.212,21.2,77.3,53.2,59.6,3.1,4.8,9.7,100.0,129.3,116.8,was,124,.541,.516,.344,.177,22.7,78.8,46.8,54.5,7.3,2.0,7.2,100.0,116.8,129.3,cle,112,20200123
.617,.588,.388,.282,17.9,72.5,45.6,54.5,15.6,3.7,8.6,100.0,122.4,110.0,chi,118,.597,.577,.357,.131,27.5,82.1,54.4,71.4,5.2,1.9,19.1,100.0,110.0,122.4,cle,106,20200125
.634,.608,.386,.273,17.9,70.8,47.1,61.7,8.8,17.5,14.0,100.0,122.7,109.0,nop,125,.529,.490,.351,.186,29.2,82.1,52.9,59.5,6.9,3.7,9.5,100.0,109.0,122.7,cle,111,20200128
.597,.560,.381,.333,19.6,65.1,41.6,56.1,13.1,5.6,11.9,100.0,116.2,110.2,tor,115,.567,.539,.400,.156,34.9,80.4,58.4,54.8,7.1,5.8,17.9,100.0,110.2,116.2,cle,109,20200130
.666,.633,.389,.211,23.3,72.3,48.9,81.3,11.1,19.6,10.1,100.0,132.5,113.3,gsw,131,.554,.516,.463,.147,27.7,76.7,51.1,63.4,8.1,5.5,12.9,100.0,113.3,132.5,cle,112,20200201
.625,.608,.255,.206,29.3,87.2,57.5,57.9,10.2,1.8,9.7,100.0,128.7,124.1,nyk,139,.671,.663,.380,.196,12.8,70.7,42.5,65.4,5.6,3.9,12.3,100.0,124.1,128.7,cle,134,20200203
.653,.634,.387,.215,25.6,72.4,53.6,52.8,10.8,9.7,9.8,100.0,131.0,90.6,lac,133,.439,.405,.347,.232,27.6,74.4,46.4,62.9,8.9,1.8,13.3,100.0,90.6,131.0,cle,92,20200209
.553,.506,.405,.298,19.1,63.0,40.9,66.7,10.8,7.6,15.2,100.0,103.0,124.5,atl,105,.605,.564,.298,.266,37.0,80.9,59.1,52.1,7.8,12.0,13.9,100.0,124.5,103.0,cle,127,20200212
.568,.542,.438,.208,18.4,75.5,48.0,75.0,5.6,18.3,10.3,100.0,111.1,116.7,mia,119,.558,.515,.381,.351,24.5,81.6,52.0,58.1,7.5,11.1,9.7,100.0,116.7,111.1,cle,125,20200224
.494,.478,.427,.157,17.0,71.9,39.2,61.1,14.1,16.7,7.8,100.0,101.8,117.0,phi,94,.632,.596,.308,.218,28.1,83.0,60.8,58.5,5.4,7.8,17.4,100.0,117.0,101.8,cle,108,20200226
.606,.586,.264,.161,21.1,83.3,51.4,63.8,10.3,9.5,12.2,100.0,116.1,106.8,ind,113,.554,.512,.259,.235,16.7,78.9,48.6,73.2,9.2,4.7,12.2,100.0,106.8,116.1,cle,104,20200229
.707,.687,.494,.169,24.2,78.0,56.6,63.8,3.2,14.0,14.4,100.0,134.8,120.9,uta,126,.571,.555,.451,.198,22.0,75.8,43.4,66.7,10.7,2.4,5.7,100.0,120.9,134.8,cle,113,20200302
.575,.529,.349,.302,28.3,67.9,49.5,40.0,10.8,13.7,10.1,100.0,120.9,114.4,bos,112,.542,.511,.427,.225,32.1,71.7,50.5,61.5,6.5,3.6,10.9,100.0,114.4,120.9,cle,106,20200304
.576,.582,.376,.094,22.5,75.0,45.8,65.1,16.0,0.0,16.1,100.0,108.6,110.8,den,102,.640,.632,.368,.158,25.0,77.5,54.2,76.2,8.5,3.8,20.5,100.0,110.8,108.6,cle,104,20200307
.567,.490,.265,.367,11.5,73.1,42.3,46.5,13.0,10.0,7.3,100.0,112.2,114.8,sas,129,.580,.527,.362,.479,26.9,88.5,57.7,60.5,3.5,5.6,13.7,100.0,114.8,112.2,cle,132,20200308
.643,.596,.308,.423,27.8,77.8,55.6,63.4,5.0,8.8,16.3,100.0,118.8,109.8,det,119,.552,.506,.236,.270,22.2,72.2,44.4,63.4,8.0,11.1,13.1,100.0,109.8,118.8,ind,110,20191023
.485,.431,.368,.287,6.3,76.4,43.7,62.5,8.5,1.4,14.0,100.0,89.5,96.1,cle,95,.485,.432,.281,.219,23.6,93.8,56.3,51.3,7.5,18.2,11.0,100.0,96.1,89.5,ind,102,20191101
.500,.482,.345,.298,13.3,78.3,46.2,75.0,7.7,3.4,15.9,100.0,92.0,104.6,chi,95,.557,.518,.306,.318,21.7,86.7,53.8,70.0,5.8,18.2,14.2,100.0,104.6,92.0,ind,108,20191103
.513,.458,.421,.200,31.4,71.1,50.0,64.9,3.0,4.7,13.4,100.0,105.4,120.4,was,106,.574,.532,.319,.277,28.9,68.6,50.0,79.5,8.0,5.5,11.0,100.0,120.4,105.4,ind,121,20191106
.564,.529,.384,.209,22.7,75.0,47.6,69.2,6.3,5.9,13.8,100.0,111.0,117.2,det,106,.596,.542,.181,.301,25.0,77.3,52.4,53.5,6.3,15.1,11.3,100.0,117.2,111.0,ind,112,20191108
.459,.390,.305,.293,18.8,73.8,44.4,65.5,9.2,5.6,13.9,100.0,86.9,113.4,okc,85,.557,.527,.245,.138,26.2,81.3,55.6,45.7,6.1,7.0,12.3,100.0,113.4,86.9,ind,111,20191112
.515,.505,.406,.073,16.7,77.0,50.5,53.5,5.9,12.1,12.4,100.0,100.4,81.7,mil,102,.399,.380,.340,.090,23.0,83.3,49.5,59.4,7.9,12.3,11.1,100.0,81.7,100.4,ind,83,20191116
.552,.538,.337,.098,16.7,78.8,44.0,55.8,11.2,9.1,11.9,100.0,108.1,113.2,orl,106,.645,.608,.304,.203,21.2,83.3,56.0,60.5,6.1,9.8,18.1,100.0,113.2,108.1,ind,111,20191123
.560,.547,.302,.135,17.8,76.2,46.0,65.2,6.0,8.2,7.3,100.0,114.2,126.2,mem,114,.640,.638,.351,.106,23.8,82.2,54.0,56.9,6.0,9.0,11.7,100.0,126.2,114.2,ind,126,20191125
.543,.494,.386,.301,24.4,73.2,48.8,52.8,7.1,2.7,14.5,100.0,103.1,122.3,uta,102,.587,.563,.229,.167,26.8,75.6,51.2,46.0,8.1,7.8,10.4,100.0,122.3,103.1,ind,121,20191127
.531,.483,.356,.200,23.3,80.9,53.3,35.9,9.3,4.5,19.7,100.0,96.4,97.3,atl,104,.503,.457,.283,.304,19.1,76.7,46.7,48.7,11.1,10.3,12.6,100.0,97.3,96.4,ind,105,20191129
.505,.464,.330,.278,20.8,76.3,50.0,47.5,6.7,11.3,8.4,100.0,104.6,94.1,lac,110,.453,.402,.361,.289,23.7,79.2,50.0,47.1,6.7,4.6,10.6,100.0,94.1,104.6,ind,99,20191209
.605,.575,.414,.253,20.5,87.8,55.0,58.1,5.9,6.7,13.4,100.0,114.3,119.1,bos,117,.605,.541,.294,.424,12.2,79.5,45.0,65.9,10.7,7.8,9.0,100.0,119.1,114.3,ind,122,20191211
.399,.335,.352,.385,28.3,83.0,52.3,64.3,4.2,9.4,8.6,100.0,88.5,111.4,cho,85,.553,.511,.398,.227,17.0,71.7,47.7,75.0,6.2,15.3,8.5,100.0,111.4,88.5,ind,107,20191215
.518,.516,.341,.187,31.8,68.3,49.4,65.1,5.4,10.0,11.7,100.0,110.6,113.8,lal,102,.560,.541,.294,.235,31.7,68.2,50.6,53.7,9.8,10.0,11.3,100.0,113.8,110.6,ind,105,20191217
.538,.505,.352,.165,28.9,80.0,51.3,61.0,4.3,10.9,9.3,100.0,113.5,128.7,sac,105,.634,.605,.360,.209,20.0,71.1,48.8,75.6,5.4,11.9,8.7,100.0,128.7,113.5,ind,119,20191220
.550,.516,.426,.255,27.3,74.5,52.6,69.8,5.8,15.1,13.3,100.0,111.6,116.5,tor,115,.578,.568,.442,.211,25.5,72.7,47.4,75.6,6.8,14.8,10.4,100.0,116.5,111.6,ind,120,20191223
.486,.440,.319,.220,29.8,86.8,55.3,64.9,4.2,9.8,10.7,100.0,102.1,121.1,phi,97,.590,.552,.291,.302,13.2,70.2,44.7,83.3,3.2,9.7,5.8,100.0,121.1,102.1,ind,115,20191231
.627,.575,.310,.310,37.5,78.0,58.0,58.7,7.6,3.6,9.2,100.0,135.4,126.6,den,124,.624,.598,.317,.305,22.0,62.5,42.0,74.4,7.6,5.0,8.8,100.0,126.6,135.4,ind,116,20200102
.663,.630,.469,.309,8.8,86.4,52.6,65.1,8.1,7.0,10.7,100.0,123.2,109.1,mia,122,.568,.530,.321,.298,13.6,91.2,47.4,62.5,5.1,7.0,11.2,100.0,109.1,123.2,ind,108,20200108
.488,.449,.371,.213,24.5,75.5,51.0,45.9,6.4,6.7,10.2,100.0,101.4,107.8,phi,95,.507,.442,.302,.360,24.5,75.5,49.0,72.7,6.4,10.7,8.3,100.0,107.8,101.4,ind,101,20200113
.586,.551,.443,.239,15.9,87.9,46.8,55.0,4.0,1.7,11.8,100.0,114.3,116.3,min,114,.639,.610,.293,.244,12.1,84.1,53.2,52.2,4.0,16.3,12.5,100.0,116.3,114.3,ind,116,20200117
.579,.565,.388,.176,15.4,68.3,42.5,57.8,9.9,4.8,16.4,100.0,104.6,113.5,chi,106,.583,.556,.303,.247,31.7,84.6,57.5,56.5,7.9,3.8,14.7,100.0,113.5,104.6,ind,115,20200129
.499,.457,.317,.280,31.8,91.5,62.6,55.9,5.6,1.9,11.5,100.0,103.2,95.4,nyk,92,.499,.474,.316,.276,8.5,68.2,37.4,65.6,4.5,1.8,11.4,100.0,95.4,103.2,ind,85,20200201
.583,.523,.523,.267,27.3,83.0,56.0,55.6,3.2,3.2,11.1,100.0,119.4,109.8,dal,112,.511,.495,.354,.115,17.0,72.7,44.0,63.6,7.5,14.6,3.8,100.0,109.8,119.4,ind,103,20200203
.602,.574,.432,.193,18.2,73.8,45.3,66.7,11.8,5.8,14.4,100.0,113.0,104.2,tor,115,.554,.512,.395,.256,26.2,81.8,54.7,66.7,4.9,10.0,17.3,100.0,104.2,113.0,ind,106,20200207
.585,.542,.400,.263,31.4,94.9,58.9,61.4,7.7,3.5,12.4,100.0,118.9,112.2,nop,124,.617,.584,.313,.325,5.1,68.6,41.1,56.8,4.8,15.8,12.9,100.0,112.2,118.9,ind,117,20200208
.524,.471,.425,.368,29.2,86.7,57.0,57.1,5.3,11.3,9.0,100.0,112.0,111.0,brk,106,.542,.527,.326,.120,13.3,70.8,43.0,62.2,7.4,6.0,5.8,100.0,111.0,112.0,ind,105,20200210
.544,.478,.407,.275,23.4,80.5,50.0,48.6,6.8,8.5,14.3,100.0,108.0,114.8,mil,111,.611,.576,.314,.279,19.5,76.6,50.0,62.2,9.7,5.6,12.7,100.0,114.8,108.0,ind,118,20200212
.396,.387,.355,.194,21.0,78.8,41.1,71.0,10.3,1.6,9.8,100.0,82.4,122.6,cho,80,.649,.628,.267,.151,21.2,79.0,58.9,71.4,8.2,18.3,13.2,100.0,122.6,82.4,ind,119,20200225
.525,.511,.337,.157,22.2,72.9,48.4,34.1,5.2,7.7,12.8,100.0,103.7,109.9,por,100,.529,.489,.278,.256,27.1,77.8,51.6,52.5,8.3,6.8,9.9,100.0,109.9,103.7,ind,106,20200227
.555,.511,.398,.237,25.0,77.8,51.7,46.3,9.3,5.8,7.2,100.0,117.5,114.4,bos,114,.567,.543,.258,.118,22.2,75.0,48.3,50.0,5.2,14.3,10.9,100.0,114.4,117.5,ind,111,20200310
.582,.543,.269,.269,45.5,77.8,61.8,43.5,5.9,8.2,16.8,100.0,118.5,124.4,phi,121,.604,.579,.358,.242,22.2,54.5,38.2,64.6,7.8,7.4,8.7,100.0,124.4,118.5,ind,127,20200801
.592,.549,.415,.280,26.8,94.1,57.3,53.8,3.1,3.9,16.3,100.0,112.9,124.3,orl,109,.650,.625,.393,.226,5.9,73.2,42.7,63.0,10.4,6.3,7.0,100.0,124.3,112.9,ind,120,20200804
.512,.485,.390,.190,30.0,80.6,51.2,47.6,12.7,11.8,12.2,100.0,108.2,113.0,lal,111,.643,.613,.393,.167,19.4,70.0,48.8,56.8,11.7,6.6,18.2,100.0,113.0,108.2,ind,116,20200808
.465,.414,.437,.310,26.4,73.9,48.5,45.2,6.0,9.8,16.1,100.0,91.8,108.7,mia,92,.581,.567,.427,.124,26.1,73.6,51.5,74.4,11.0,6.1,16.8,100.0,108.7,91.8,ind,109,20200814
.494,.455,.360,.337,18.4,73.8,44.0,57.9,8.0,10.4,19.0,100.0,90.2,107.2,mem,101,.587,.512,.212,.459,26.2,81.6,56.0,45.0,8.0,14.0,17.1,100.0,107.2,90.2,mia,120,20191023
.518,.488,.470,.289,20.0,64.9,40.2,80.0,13.7,16.7,17.6,100.0,95.0,109.6,atl,97,.603,.541,.425,.616,35.1,80.0,59.8,57.6,10.8,13.6,21.9,100.0,109.6,95.0,mia,112,20191029
.540,.481,.608,.392,8.9,87.2,45.2,61.3,5.6,10.4,19.2,100.0,92.6,119.5,hou,100,.654,.629,.461,.247,12.8,91.1,54.8,80.9,13.0,22.6,13.2,100.0,119.5,92.6,mia,129,20191103
.573,.532,.526,.474,19.0,75.0,43.2,79.4,9.1,20.0,14.5,100.0,109.6,118.8,det,108,.658,.623,.416,.351,25.0,81.0,56.8,82.9,6.1,2.7,17.6,100.0,118.8,109.6,mia,117,20191112
.555,.549,.427,.073,16.3,72.7,40.8,62.2,10.5,3.5,17.5,100.0,99.0,114.8,nop,94,.628,.599,.296,.160,27.3,83.7,59.2,56.8,13.7,6.4,18.7,100.0,114.8,99.0,mia,109,20191116
.532,.494,.437,.184,23.8,66.7,43.6,51.4,13.0,4.9,16.8,100.0,100.1,124.1,cle,100,.677,.647,.474,.397,33.3,76.2,56.4,61.0,8.0,10.2,20.1,100.0,124.1,100.1,mia,124,20191120
.510,.466,.379,.287,19.6,75.8,41.7,69.4,11.2,0.0,11.7,100.0,102.1,119.4,cho,100,.655,.604,.403,.364,24.2,80.4,58.3,72.5,9.2,5.6,16.8,100.0,119.4,102.1,mia,117,20191125
.555,.455,.364,.519,11.4,72.2,38.8,63.3,4.1,5.3,8.7,100.0,108.7,126.3,gsw,105,.647,.616,.305,.341,27.8,88.6,61.3,52.3,7.2,6.1,13.7,100.0,126.3,108.7,mia,122,20191129
.530,.495,.429,.154,18.8,73.2,43.8,74.4,6.2,6.9,10.2,100.0,107.2,116.6,was,103,.580,.547,.326,.279,26.8,81.3,56.2,66.7,6.2,13.5,11.1,100.0,116.6,107.2,mia,112,20191206
.571,.519,.450,.338,15.4,76.7,47.6,57.1,8.1,2.4,13.2,100.0,106.2,111.2,chi,105,.571,.487,.455,.571,23.3,84.6,52.4,62.5,9.1,4.5,15.0,100.0,111.2,106.2,mia,110,20191208
.588,.579,.568,.189,8.3,78.6,41.1,66.7,3.6,9.7,9.7,100.0,110.0,122.7,atl,121,.599,.583,.398,.214,21.4,91.7,58.9,66.0,4.5,7.3,8.9,100.0,122.7,110.0,mia,135,20191210
.582,.563,.425,.264,32.6,87.8,59.5,60.5,5.0,17.3,16.4,100.0,114.1,111.1,lal,113,.565,.518,.388,.329,12.2,67.4,40.5,61.5,8.1,4.0,7.6,100.0,111.1,114.1,mia,110,20191213
.525,.489,.362,.351,23.6,75.7,44.6,56.1,11.0,5.1,6.9,100.0,113.7,128.6,nyk,114,.701,.675,.494,.442,24.3,76.4,55.4,79.1,6.0,5.0,15.6,100.0,128.6,113.7,mia,129,20191220
.531,.500,.400,.200,18.9,72.9,44.6,43.6,10.1,9.2,10.1,100.0,105.4,108.4,uta,104,.525,.461,.278,.300,27.1,81.1,55.4,43.2,8.1,5.6,12.1,100.0,108.4,105.4,mia,107,20191223
.588,.567,.344,.133,4.5,69.6,37.8,61.4,8.4,7.8,4.0,100.0,117.8,118.8,ind,112,.580,.539,.427,.213,30.4,95.5,62.2,72.5,3.2,3.4,11.8,100.0,118.8,117.8,mia,113,20191227
.570,.528,.337,.326,18.6,83.0,52.2,57.1,4.9,6.1,8.1,100.0,113.5,114.5,phi,116,.548,.500,.298,.309,17.0,81.4,47.8,61.9,5.9,6.8,7.0,100.0,114.5,113.5,mia,117,20191228
.394,.348,.472,.191,24.1,79.5,49.0,71.4,4.5,13.6,9.4,100.0,85.4,94.4,tor,76,.489,.481,.457,.136,20.5,75.9,51.0,69.7,6.7,8.5,13.2,100.0,94.4,85.4,mia,84,20200102
.579,.534,.425,.230,18.2,74.4,46.0,52.5,5.2,8.7,9.5,100.0,116.5,128.1,por,111,.629,.622,.489,.178,25.6,81.8,54.0,72.3,4.2,10.0,9.3,100.0,128.1,116.5,mia,122,20200105
.523,.494,.371,.169,12.8,81.4,45.6,56.4,8.5,8.3,7.7,100.0,105.8,112.2,sas,100,.566,.563,.455,.148,18.6,87.2,54.4,63.4,4.2,8.9,8.8,100.0,112.2,105.8,mia,106,20200115
.502,.476,.481,.142,30.2,86.8,53.8,61.4,10.3,7.3,11.8,100.0,105.6,110.3,sac,113,.637,.602,.506,.265,13.2,69.8,46.2,61.9,8.4,5.5,18.5,100.0,110.3,105.6,mia,118,20200120
.598,.571,.424,.202,15.9,85.0,48.8,60.0,9.2,9.6,9.3,100.0,118.2,122.8,was,129,.664,.606,.388,.424,15.0,84.1,51.2,67.4,2.7,10.5,13.7,100.0,122.8,118.2,mia,134,20200122
.586,.543,.372,.245,23.4,80.4,51.6,76.7,5.0,6.1,7.1,100.0,121.4,116.5,lac,122,.553,.500,.473,.312,19.6,76.6,48.4,62.5,4.0,6.8,7.8,100.0,116.5,121.4,mia,117,20200124
.472,.433,.416,.213,22.4,90.9,50.0,69.7,7.8,11.8,4.9,100.0,102.3,125.6,orl,92,.657,.620,.354,.203,9.1,77.6,50.0,73.8,2.2,17.3,10.4,100.0,125.6,102.3,mia,113,20200127
.583,.548,.434,.289,24.4,77.1,51.6,61.5,5.2,15.4,13.0,100.0,113.1,104.8,bos,109,.492,.421,.416,.348,22.9,75.6,48.4,45.5,11.4,4.3,8.9,100.0,104.8,113.1,mia,101,20200128
.564,.512,.458,.301,32.6,83.3,55.7,66.7,3.3,1.9,13.0,100.0,115.2,148.9,phi,106,.698,.659,.376,.353,16.7,67.4,44.3,56.3,8.7,2.2,3.0,100.0,148.9,115.2,mia,137,20200203
.592,.563,.456,.278,30.6,87.9,58.0,76.3,8.2,5.1,21.3,100.0,107.2,126.5,cle,105,.706,.690,.506,.253,12.1,69.4,42.0,75.6,16.3,9.3,14.6,100.0,126.5,107.2,mia,124,20200222
.632,.610,.505,.275,12.5,77.8,43.4,59.6,14.6,15.4,13.6,100.0,118.1,115.3,min,129,.650,.596,.333,.551,22.2,87.5,56.6,73.2,8.2,17.8,17.8,100.0,115.3,118.1,mia,126,20200226
.639,.601,.595,.226,10.5,83.8,46.7,62.5,0.0,6.8,10.6,100.0,122.0,130.3,dal,118,.664,.627,.443,.456,16.2,89.5,53.3,73.2,6.2,5.9,8.7,100.0,130.3,122.0,mia,126,20200228
.588,.558,.512,.267,18.6,78.3,49.4,75.0,3.1,5.7,9.4,100.0,118.3,121.5,brk,113,.571,.527,.418,.264,21.7,81.4,50.6,65.9,4.2,9.5,5.6,100.0,121.5,118.3,mia,116,20200229
.472,.448,.395,.221,16.7,87.0,51.1,54.3,4.1,10.2,12.1,100.0,92.3,108.9,mil,89,.559,.535,.430,.209,13.0,83.3,48.9,75.7,4.1,7.7,8.7,100.0,108.9,92.3,mia,105,20200302
.627,.601,.357,.167,14.3,83.3,49.3,63.6,6.5,14.3,11.7,100.0,121.7,124.9,orl,113,.678,.658,.557,.190,16.7,85.7,50.7,75.6,8.6,9.3,12.3,100.0,124.9,121.7,mia,116,20200304
.594,.555,.415,.268,35.7,79.5,58.1,54.1,7.9,10.0,13.2,100.0,122.4,110.0,cho,109,.566,.554,.524,.071,20.5,64.3,41.9,82.1,9.0,10.4,13.9,100.0,110.0,122.4,mia,98,20200311
.646,.552,.478,.537,8.3,81.8,48.8,65.5,6.1,7.1,20.2,100.0,108.8,104.7,tor,107,.548,.506,.517,.184,18.2,91.7,51.3,78.4,9.2,22.9,13.0,100.0,104.7,108.8,mia,103,20200803
.547,.494,.388,.318,31.8,72.1,51.7,40.5,7.5,11.8,14.2,100.0,113.2,119.6,bos,106,.595,.539,.558,.506,27.9,68.2,48.3,64.7,8.5,9.6,11.3,100.0,119.6,113.2,mia,112,20200804
.590,.543,.348,.217,26.1,93.0,58.4,61.4,5.0,8.3,9.8,100.0,119.5,112.5,pho,119,.598,.554,.429,.262,7.0,73.9,41.6,68.3,6.0,15.0,11.4,100.0,112.5,119.5,mia,112,20200808
.484,.452,.417,.298,11.5,75.0,43.3,60.6,4.8,6.9,15.2,100.0,88.1,109.2,ind,92,.536,.515,.408,.194,25.0,88.5,56.7,65.9,10.5,18.4,10.9,100.0,109.2,88.1,mia,114,20200810
.561,.535,.436,.356,16.0,90.2,53.5,71.7,5.8,7.5,12.0,100.0,108.1,104.0,mia,131,.576,.527,.574,.372,9.8,84.0,46.5,53.7,6.6,7.0,14.1,100.0,104.0,108.1,mil,126,20191026
.532,.510,.390,.120,19.2,82.6,49.0,42.2,1.9,5.6,9.5,100.0,106.7,122.9,cle,112,.629,.614,.413,.261,17.4,80.8,51.0,60.4,8.6,11.5,10.5,100.0,122.9,106.7,mil,129,20191028
.553,.494,.429,.298,14.6,77.8,45.2,70.6,5.1,11.8,12.0,100.0,106.2,116.3,tor,105,.575,.534,.427,.281,22.2,85.4,54.8,73.2,4.0,14.6,9.9,100.0,116.3,106.2,mil,115,20191102
.553,.505,.462,.269,19.6,67.3,43.7,65.8,12.5,1.8,16.1,100.0,102.6,110.6,chi,115,.570,.511,.375,.534,32.7,80.4,56.3,57.1,8.0,8.0,16.8,100.0,110.6,102.6,mil,124,20191114
.591,.568,.379,.136,18.4,64.0,41.4,64.0,5.6,17.5,6.8,100.0,121.1,128.6,por,129,.583,.547,.406,.245,36.0,81.6,58.6,64.0,6.6,4.7,9.3,100.0,128.6,121.1,mil,137,20191121
.472,.462,.385,.110,13.0,79.1,44.9,59.5,6.8,6.4,13.6,100.0,87.8,101.4,det,90,.566,.565,.440,.214,20.9,87.0,55.1,61.0,9.8,14.3,18.6,100.0,101.4,87.8,mil,104,20191123
