ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,teams,score,away_ts_pct,away_efg_pct,away_fg3a_per_fga_pct,away_fta_per_fga_pct,away_orb_pct,away_drb_pct,away_trb_pct,away_ast_pct,away_stl_pct,away_blk_pct,away_tov_pct,away_usg_pct,away_off_rtg,away_def_rtg,away_teams,away_score,date
.654,.629,.529,.141,10.5,70.6,44.9,67.4,4.0,10.7,15.1,100.0,117.0,121.0,uta,118,.556,.510,.423,.299,29.4,89.5,55.1,48.8,6.0,15.0,7.6,100.0,121.0,117.0,mil,122,20191125
.492,.463,.362,.234,27.5,77.8,51.0,57.9,3.9,9.3,14.1,100.0,99.4,108.2,atl,102,.556,.534,.386,.307,22.2,72.5,49.0,59.5,5.8,18.3,12.3,100.0,108.2,99.4,mil,111,20191127
.459,.441,.446,.079,24.6,84.4,50.0,56.8,4.0,1.9,10.3,100.0,95.3,136.1,cho,96,.668,.667,.458,.156,15.6,75.4,50.0,75.9,7.0,5.4,6.4,100.0,136.1,95.3,mil,137,20191130
.417,.363,.429,.363,23.0,73.7,42.4,46.4,4.0,13.7,8.7,100.0,88.1,132.1,nyk,88,.659,.651,.407,.372,26.3,77.0,57.6,62.5,7.0,7.7,11.5,100.0,132.1,88.1,mil,132,20191202
.445,.394,.340,.202,23.1,73.5,47.5,54.5,8.5,6.9,17.0,100.0,86.4,112.9,lac,91,.576,.543,.383,.223,26.5,76.9,52.5,65.9,10.4,9.7,12.7,100.0,112.9,86.4,mil,119,20191206
.488,.435,.337,.283,17.0,77.8,44.9,68.6,7.8,19.6,10.4,100.0,98.8,107.6,orl,101,.558,.554,.446,.163,22.2,83.0,55.1,69.8,6.8,6.6,12.4,100.0,107.6,98.8,mil,110,20191209
.573,.534,.511,.250,15.6,87.5,49.4,74.4,7.5,9.3,17.7,100.0,104.4,118.4,nop,112,.655,.640,.419,.097,12.5,84.4,50.6,54.0,12.1,4.7,12.6,100.0,118.4,104.4,mil,127,20191211
.559,.539,.389,.167,26.7,80.5,52.3,65.9,10.0,6.3,15.7,100.0,108.4,125.5,cle,108,.648,.624,.435,.306,19.5,73.3,47.7,56.5,12.0,10.9,11.1,100.0,125.5,108.4,mil,125,20191214
.601,.557,.466,.307,17.8,74.6,50.0,65.9,4.8,9.4,12.3,100.0,114.4,110.5,dal,120,.502,.471,.390,.229,25.4,82.2,50.0,65.9,7.6,8.5,6.5,100.0,110.5,114.4,mil,116,20191216
.577,.538,.438,.288,17.9,79.5,48.7,64.9,4.2,15.8,16.6,100.0,107.9,115.2,lal,104,.609,.571,.506,.416,20.5,82.1,51.3,61.1,14.5,15.6,12.5,100.0,115.2,107.9,mil,111,20191219
.435,.430,.400,.050,18.2,70.4,44.0,73.0,6.9,8.3,11.3,100.0,87.5,115.0,ind,89,.525,.495,.423,.163,29.6,81.8,56.0,70.5,9.8,15.0,7.5,100.0,115.0,87.5,mil,117,20191222
.524,.483,.402,.218,10.2,67.4,37.0,60.0,16.0,14.9,10.3,100.0,100.1,111.1,orl,100,.604,.589,.440,.214,32.6,89.8,63.0,69.8,6.0,9.6,20.0,100.0,111.1,100.1,mil,111,20191228
.503,.456,.505,.308,11.1,77.8,44.4,52.9,6.5,13.8,9.6,100.0,96.8,98.6,min,104,.503,.473,.383,.277,22.2,88.9,55.6,60.0,3.7,26.7,13.9,100.0,98.6,96.8,mil,106,20200101
.552,.473,.348,.370,20.8,84.8,50.5,52.6,6.9,0.0,7.0,100.0,115.9,124.7,sas,118,.625,.592,.517,.379,15.2,79.2,49.5,53.5,3.9,16.7,8.1,100.0,124.7,115.9,mil,127,20200104
.450,.407,.363,.255,19.0,82.2,45.4,72.2,6.4,5.4,8.8,100.0,93.5,117.3,nyk,102,.613,.571,.391,.304,17.8,81.0,54.6,60.0,3.7,12.3,11.8,100.0,117.3,93.5,mil,128,20200114
.560,.515,.500,.276,18.9,82.5,46.2,37.2,3.8,12.5,6.0,100.0,118.1,122.9,bos,123,.620,.586,.356,.425,17.5,81.1,53.8,48.8,5.8,12.2,8.8,100.0,122.9,118.1,mil,128,20200116
.490,.446,.522,.196,13.5,91.4,44.8,52.9,10.3,3.9,13.8,100.0,92.0,104.2,chi,98,.637,.656,.338,.299,8.6,86.5,55.2,75.6,6.6,11.4,20.9,100.0,104.2,92.0,mil,111,20200120
.601,.543,.340,.362,23.9,68.6,43.2,63.6,5.7,11.3,8.4,100.0,125.1,144.3,was,131,.716,.661,.411,.389,31.4,76.1,56.8,62.0,2.9,4.8,11.7,100.0,144.3,125.1,mil,151,20200128
.611,.590,.460,.090,15.2,86.0,52.1,60.4,7.3,18.2,10.3,100.0,116.7,105.6,den,127,.540,.516,.421,.274,14.0,84.8,47.9,67.4,6.4,9.3,10.9,100.0,105.6,116.7,mil,115,20200131
.473,.423,.221,.221,25.4,68.0,45.0,48.8,7.5,5.1,8.1,100.0,101.4,121.1,pho,108,.592,.572,.392,.278,32.0,74.6,55.0,62.5,3.8,14.8,12.8,100.0,121.1,101.4,mil,129,20200202
.480,.470,.455,.141,17.7,81.3,45.5,64.9,6.7,7.0,9.5,100.0,96.7,107.2,phi,101,.549,.532,.394,.191,18.8,82.3,54.5,43.2,2.9,14.8,12.1,100.0,107.2,96.7,mil,112,20200206
.510,.485,.426,.178,17.5,83.0,47.1,54.8,5.5,9.3,10.7,100.0,101.5,112.5,sac,111,.580,.542,.438,.240,17.0,82.5,52.9,60.5,6.4,8.6,10.9,100.0,112.5,101.5,mil,123,20200210
.458,.419,.384,.182,18.3,80.0,43.0,48.6,9.6,8.0,8.6,100.0,94.4,114.6,phi,98,.615,.604,.451,.143,20.0,81.7,57.0,72.9,1.9,9.8,14.9,100.0,114.6,94.4,mil,119,20200222
.431,.396,.385,.220,8.8,68.9,35.3,42.4,7.5,5.5,12.3,100.0,80.6,124.6,okc,86,.626,.605,.450,.140,31.1,91.2,64.7,68.0,5.6,3.6,13.8,100.0,124.6,80.6,mil,133,20200228
.491,.469,.278,.113,13.5,74.4,41.1,52.4,11.3,4.2,12.8,100.0,93.8,111.6,ind,100,.574,.527,.489,.234,25.6,86.5,58.9,60.5,7.5,5.7,13.4,100.0,111.6,93.8,mil,119,20200304
.529,.467,.407,.374,25.9,82.9,50.5,48.6,7.7,11.6,12.4,100.0,107.2,113.9,bos,112,.601,.542,.488,.405,17.1,74.1,49.5,64.1,8.6,13.0,13.2,100.0,113.9,107.2,mil,119,20200731
.541,.519,.553,.155,13.0,83.3,43.8,69.8,4.6,16.2,6.0,100.0,110.7,107.9,brk,119,.591,.574,.580,.261,16.7,87.0,56.3,66.7,2.8,10.9,15.5,100.0,107.9,110.7,mil,116,20200804
.611,.548,.554,.325,13.3,86.8,47.0,80.0,5.8,2.4,16.7,100.0,111.6,125.0,mia,116,.686,.622,.474,.487,13.2,86.7,53.0,65.9,6.7,8.1,12.9,100.0,125.0,111.6,mil,130,20200806
.526,.495,.412,.268,29.6,78.0,52.9,57.1,10.6,14.6,10.7,100.0,109.6,101.9,tor,114,.533,.476,.512,.417,22.0,70.4,47.1,75.8,3.8,10.5,16.0,100.0,101.9,109.6,mil,106,20200810
.676,.646,.524,.320,39.6,69.4,52.4,61.8,9.1,9.1,10.0,100.0,145.0,144.1,hou,159,.761,.736,.396,.319,30.6,60.4,47.6,54.4,5.5,8.2,15.5,100.0,144.1,145.0,was,158,20191030
.645,.633,.415,.181,8.8,84.6,54.7,64.7,7.8,16.7,17.1,100.0,113.4,94.4,min,131,.510,.453,.368,.284,15.4,91.2,45.3,56.8,9.5,7.3,13.7,100.0,94.4,113.4,was,109,20191102
.537,.494,.329,.280,31.7,69.0,50.6,61.8,4.2,14.1,17.1,100.0,103.5,120.2,det,99,.553,.505,.312,.269,31.0,68.3,49.4,62.8,9.4,12.7,9.6,100.0,120.2,103.5,was,115,20191104
.550,.489,.300,.322,36.2,64.6,50.5,43.9,10.4,7.7,10.5,100.0,117.9,104.3,cle,113,.507,.505,.323,.063,35.4,63.8,49.5,57.8,5.2,7.9,15.4,100.0,104.3,117.9,was,100,20191108
.624,.591,.344,.312,27.3,82.9,51.9,65.3,7.6,12.9,10.2,100.0,124.7,130.3,sas,132,.700,.685,.326,.163,17.1,72.7,48.1,68.5,3.8,4.9,14.7,100.0,130.3,124.7,was,138,20191120
.611,.591,.366,.086,16.7,86.0,51.8,50.0,8.7,8.8,14.2,100.0,113.6,120.3,cho,118,.626,.604,.374,.220,14.0,83.3,48.2,70.8,9.6,5.1,9.9,100.0,120.3,113.6,was,125,20191122
.605,.549,.383,.346,15.4,73.3,46.4,56.4,9.1,8.6,12.2,100.0,114.8,107.7,sac,113,.545,.527,.370,.130,26.7,84.6,53.6,69.0,5.1,4.0,14.1,100.0,107.7,114.8,was,106,20191124
.623,.594,.344,.300,19.5,88.9,55.8,56.5,2.9,7.4,11.3,100.0,122.4,115.6,orl,127,.605,.573,.393,.258,11.1,80.5,44.2,48.9,8.7,5.1,9.2,100.0,115.6,122.4,was,120,20191203
.645,.617,.364,.312,22.2,73.5,51.8,61.0,7.0,9.5,19.3,100.0,113.6,119.6,phi,113,.572,.517,.300,.356,26.5,77.8,48.2,61.0,9.0,2.0,9.6,100.0,119.6,113.6,was,119,20191205
.626,.599,.417,.281,23.1,81.8,54.2,54.0,7.7,7.3,8.5,100.0,129.1,113.8,lac,135,.588,.534,.375,.341,18.2,76.9,45.8,70.0,4.8,5.4,11.4,100.0,113.8,129.1,was,119,20191208
.511,.459,.381,.247,21.2,75.0,49.1,64.1,9.3,12.0,12.2,100.0,102.8,101.9,chi,110,.500,.432,.474,.337,25.0,78.8,50.9,61.8,7.5,11.7,11.4,100.0,101.9,102.8,was,109,20191218
.555,.512,.365,.306,23.9,76.3,53.3,65.8,4.8,7.0,17.9,100.0,103.0,96.3,nyk,107,.456,.396,.260,.323,23.7,76.1,46.7,48.5,14.4,5.6,9.1,100.0,96.3,103.0,was,100,20191228
.582,.521,.384,.534,24.4,79.1,52.4,54.5,5.2,2.1,16.6,100.0,109.4,128.1,mia,105,.633,.613,.440,.357,20.9,75.6,47.6,60.5,13.5,13.3,8.5,100.0,128.1,109.4,was,123,20191230
.571,.537,.337,.284,22.9,82.0,53.1,55.6,10.8,10.7,7.8,100.0,119.3,98.8,orl,122,.502,.431,.356,.356,18.0,77.1,46.9,54.5,4.9,6.3,11.4,100.0,98.8,119.3,was,101,20200101
.595,.545,.284,.375,28.9,68.2,50.0,35.6,6.3,12.3,6.4,100.0,129.0,108.9,por,122,.510,.483,.367,.278,31.8,71.1,50.0,50.0,5.3,6.3,10.6,100.0,108.9,129.0,was,103,20200103
.559,.494,.333,.391,20.5,63.2,40.2,45.0,6.0,2.7,10.5,100.0,114.6,128.7,den,114,.622,.582,.176,.297,36.8,79.5,59.8,40.0,5.0,10.3,9.7,100.0,128.7,114.6,was,128,20200104
.442,.389,.389,.274,28.6,84.8,53.9,51.5,6.9,12.7,13.1,100.0,92.9,97.9,bos,94,.526,.506,.250,.274,15.2,71.4,46.1,46.2,7.9,15.5,12.9,100.0,97.9,92.9,was,99,20200106
.507,.500,.326,.270,19.1,71.2,49.6,46.3,4.6,10.8,15.3,100.0,92.9,102.1,atl,101,.446,.420,.259,.250,28.8,80.9,50.4,61.9,10.1,1.7,6.8,100.0,102.1,92.9,was,111,20200110
.629,.589,.333,.278,30.0,78.0,54.3,50.0,6.1,2.8,9.8,100.0,129.9,118.7,uta,127,.577,.543,.237,.183,22.0,70.0,45.7,59.6,5.1,6.7,8.2,100.0,118.7,129.9,was,116,20200112
.511,.483,.360,.225,22.4,83.3,48.2,50.0,9.9,8.6,14.8,100.0,99.0,104.9,det,100,.595,.567,.293,.195,16.7,77.6,51.8,52.4,8.9,10.5,17.6,100.0,104.9,99.0,was,106,20200120
.498,.480,.303,.192,29.6,53.7,40.0,74.4,9.6,8.2,6.1,100.0,113.6,128.5,cho,107,.618,.558,.430,.314,46.3,70.4,60.0,58.5,3.2,8.7,15.5,100.0,128.5,113.6,was,121,20200130
.518,.500,.500,.223,26.7,69.5,51.0,64.1,4.9,10.3,12.7,100.0,105.5,111.4,brk,107,.507,.485,.320,.260,30.5,73.3,49.0,47.7,8.9,17.0,7.5,100.0,111.4,105.5,was,113,20200201
.621,.580,.345,.356,26.7,94.1,55.7,72.1,7.8,9.8,12.2,100.0,122.6,114.8,gsw,125,.611,.560,.265,.349,5.9,73.3,44.3,66.7,5.9,7.0,10.3,100.0,114.8,122.6,was,117,20200203
.589,.549,.440,.231,32.6,81.0,55.7,64.3,7.2,3.8,11.5,100.0,121.4,122.5,dal,118,.622,.606,.422,.144,19.0,67.4,44.3,62.2,8.2,7.8,12.0,100.0,122.5,121.4,was,119,20200207
.469,.446,.314,.245,24.1,84.5,55.4,44.2,3.7,6.0,10.3,100.0,97.4,91.0,mem,106,.439,.385,.330,.290,15.5,75.9,44.6,71.4,6.4,5.7,5.8,100.0,91.0,97.4,was,99,20200209
.581,.565,.424,.152,22.2,79.1,50.0,56.8,8.5,7.0,16.9,100.0,107.2,118.5,chi,114,.633,.601,.360,.270,20.9,77.8,50.0,58.3,10.3,11.3,14.6,100.0,118.5,107.2,was,126,20200211
.614,.599,.333,.309,25.0,68.5,50.0,44.2,2.9,8.7,18.6,100.0,109.6,104.8,cle,113,.465,.429,.349,.217,31.5,75.0,50.0,58.5,11.6,5.6,8.7,100.0,104.8,109.6,was,108,20200221
.700,.669,.430,.314,10.3,87.2,52.3,53.1,6.0,6.3,17.7,100.0,116.6,114.1,mil,137,.595,.556,.357,.337,12.8,89.7,47.7,57.4,6.8,0.0,13.1,100.0,114.1,116.6,was,134,20200224
.518,.471,.414,.402,33.3,82.0,58.9,41.7,6.9,1.8,15.0,100.0,104.1,108.0,brk,106,.534,.505,.406,.167,18.0,66.7,41.1,53.7,8.8,3.9,9.6,100.0,108.0,104.1,was,110,20200226
.613,.605,.372,.140,17.1,76.9,48.6,54.3,9.2,8.9,15.7,100.0,113.9,120.0,atl,112,.646,.572,.408,.461,23.1,82.9,51.4,66.7,9.2,7.4,14.9,100.0,120.0,113.9,was,118,20200306
.638,.583,.424,.424,16.7,91.1,61.3,65.6,7.5,25.8,20.3,100.0,107.8,95.9,mia,100,.510,.455,.603,.269,8.9,83.3,38.7,73.1,11.9,5.3,13.0,100.0,95.9,107.8,was,89,20200308
.608,.568,.259,.383,22.2,75.7,49.3,71.4,10.0,7.7,16.0,100.0,115.0,122.0,nyk,115,.650,.568,.473,.608,24.3,77.8,50.7,65.7,8.0,6.7,14.6,100.0,122.0,115.0,was,122,20200310
.664,.594,.400,.400,12.5,80.5,50.7,69.0,9.4,4.3,15.3,100.0,117.5,105.3,pho,125,.554,.505,.242,.253,19.5,87.5,49.3,42.9,6.6,4.2,15.1,100.0,105.3,117.5,was,112,20200731
.560,.516,.283,.174,20.0,80.0,50.0,45.5,6.0,17.2,9.2,100.0,111.6,100.5,ind,111,.501,.495,.319,.138,20.0,80.0,50.0,73.2,6.0,10.6,11.5,100.0,100.5,111.6,was,100,20200803
.565,.530,.354,.354,13.3,79.5,46.1,71.1,11.0,6.3,12.9,100.0,106.9,97.9,phi,107,.513,.465,.247,.282,20.5,86.7,53.9,47.2,8.0,9.4,13.6,100.0,97.9,106.9,was,98,20200805
.634,.609,.437,.322,21.4,80.0,54.6,56.8,5.8,0.0,12.4,100.0,120.9,108.5,mil,126,.522,.474,.368,.316,20.0,78.6,45.4,56.4,1.9,6.1,9.2,100.0,108.5,120.9,was,113,20200811
.614,.576,.360,.244,21.1,79.1,51.9,61.4,9.3,4.2,12.0,100.0,120.9,103.3,atl,117,.528,.471,.435,.259,20.9,78.9,48.1,57.1,6.2,9.1,12.1,100.0,103.3,120.9,det,100,20191024
.584,.557,.391,.345,16.7,86.5,52.1,71.4,12.7,5.3,18.0,100.0,105.7,100.3,phi,117,.604,.592,.250,.474,13.5,83.3,47.9,48.8,9.9,13.2,20.0,100.0,100.3,105.7,det,111,20191026
.471,.447,.223,.138,25.0,78.0,48.4,61.5,11.8,7.0,6.6,100.0,101.0,103.1,ind,94,.562,.537,.296,.123,22.0,75.0,51.6,56.8,2.1,4.1,19.0,100.0,103.1,101.0,det,96,20191028
.542,.516,.344,.183,21.7,88.4,53.9,55.8,3.9,6.3,12.2,100.0,105.5,109.4,brk,109,.545,.495,.297,.319,11.6,78.3,46.1,51.2,7.7,11.5,7.2,100.0,109.4,105.5,det,113,20191102
.571,.556,.313,.263,12.5,75.8,41.1,61.5,9.4,8.2,12.7,100.0,106.6,127.5,nyk,102,.681,.652,.380,.304,24.2,87.5,58.9,84.1,7.3,1.8,15.2,100.0,127.5,106.6,det,122,20191106
.616,.590,.382,.213,28.9,73.9,53.6,55.6,7.0,10.9,14.1,100.0,120.3,114.2,min,120,.582,.540,.368,.287,26.1,71.1,46.4,64.1,9.0,9.1,14.8,100.0,114.2,120.3,det,114,20191111
.539,.489,.420,.193,25.0,66.7,44.7,68.4,12.2,4.2,16.6,100.0,104.8,130.2,atl,103,.705,.701,.415,.244,33.3,75.0,55.3,61.2,13.2,19.6,16.5,100.0,130.2,104.8,det,128,20191122
.470,.429,.298,.262,16.7,78.6,45.6,46.9,8.7,17.1,8.8,100.0,95.5,111.8,orl,88,.572,.519,.481,.316,21.4,83.3,54.4,67.6,6.5,8.5,12.6,100.0,111.8,95.5,det,103,20191125
.614,.596,.458,.181,26.2,65.0,45.1,65.0,9.1,12.5,10.0,100.0,125.6,122.1,cho,110,.583,.584,.422,.241,35.0,73.8,54.9,65.9,5.7,8.9,12.4,100.0,122.1,125.6,det,107,20191129
.502,.449,.295,.250,15.2,68.6,38.3,55.6,11.3,10.5,7.6,100.0,100.8,135.8,sas,98,.688,.676,.352,.205,31.4,84.8,61.7,63.5,5.1,8.1,13.5,100.0,135.8,100.8,det,132,20191201
.623,.567,.389,.300,24.4,83.3,57.9,56.8,6.8,14.0,12.1,100.0,123.3,100.0,mil,127,.502,.478,.387,.237,16.7,75.6,42.1,64.1,4.9,5.5,9.7,100.0,100.0,123.3,det,103,20191204
.550,.512,.289,.241,11.9,66.7,39.3,63.2,8.3,14.5,10.7,100.0,104.4,111.6,ind,101,.549,.511,.287,.299,33.3,88.1,60.7,53.8,7.2,8.5,14.7,100.0,111.6,104.4,det,108,20191206
.622,.602,.500,.261,27.5,89.1,60.5,55.6,4.1,10.6,10.1,100.0,125.1,113.8,dal,122,.560,.534,.472,.258,10.9,72.5,39.5,57.5,8.2,4.5,6.6,100.0,113.8,125.1,det,111,20191212
.684,.659,.386,.239,22.6,70.0,49.3,63.3,6.0,10.6,13.4,100.0,132.3,118.3,was,133,.589,.552,.453,.395,30.0,77.4,50.7,70.7,6.0,7.4,12.2,100.0,118.3,132.3,det,119,20191216
.551,.500,.385,.264,24.0,77.8,49.5,69.2,9.1,11.5,10.6,100.0,112.8,99.7,tor,112,.512,.483,.402,.253,22.2,76.0,50.5,48.7,7.0,10.7,13.4,100.0,99.7,112.8,det,99,20191218
.676,.636,.455,.325,32.4,85.4,61.3,52.5,8.3,7.7,17.0,100.0,123.6,111.1,chi,119,.580,.552,.402,.138,14.6,67.6,38.7,75.0,14.5,9.5,14.8,100.0,111.1,123.6,det,107,20191221
.626,.611,.316,.116,41.5,83.8,61.5,63.5,8.4,14.8,10.7,100.0,132.0,115.1,phi,125,.593,.571,.357,.214,16.2,58.5,38.5,62.8,9.5,1.5,12.4,100.0,115.1,132.0,det,109,20191223
.491,.451,.261,.293,32.7,70.3,47.8,47.4,7.2,13.2,10.4,100.0,105.4,136.4,was,102,.677,.645,.558,.302,29.7,67.3,52.2,69.6,5.2,7.4,12.6,100.0,136.4,105.4,det,132,20191226
.576,.555,.220,.220,27.0,60.4,45.9,50.0,9.1,6.4,12.3,100.0,115.7,112.7,cle,115,.533,.520,.204,.163,39.6,73.0,54.1,41.7,8.0,12.7,12.5,100.0,112.7,115.7,det,112,20200109
.606,.572,.422,.169,23.1,70.7,47.5,57.1,11.8,12.0,13.6,100.0,115.4,105.8,chi,108,.551,.519,.359,.346,29.3,76.9,52.5,61.1,7.5,8.3,17.5,100.0,105.8,115.4,det,99,20200111
.509,.461,.252,.262,30.9,89.8,58.7,53.5,5.4,7.5,14.2,100.0,104.4,98.2,nop,117,.502,.460,.323,.242,10.2,69.1,41.3,67.5,9.8,10.4,7.6,100.0,98.2,104.4,det,110,20200113
.490,.480,.357,.235,21.1,91.7,48.4,54.8,9.6,2.3,8.5,100.0,101.4,121.4,sac,106,.688,.616,.397,.603,8.3,78.9,51.6,48.7,8.6,6.3,15.5,100.0,121.4,101.4,det,127,20200122
.675,.614,.278,.392,22.9,80.4,57.0,62.8,6.1,6.8,13.1,100.0,127.5,114.2,mem,125,.535,.489,.352,.341,19.6,77.1,43.0,59.0,8.2,1.8,6.3,100.0,114.2,127.5,det,112,20200124
.576,.527,.447,.266,22.4,75.9,51.4,45.2,2.9,7.2,8.7,100.0,118.1,108.3,brk,121,.496,.476,.337,.173,24.1,77.6,48.6,46.5,4.9,5.8,6.7,100.0,108.3,118.1,det,111,20200125
.565,.547,.250,.135,28.2,79.1,54.9,52.1,9.1,12.2,11.3,100.0,116.6,101.4,cle,115,.547,.524,.417,.202,20.9,71.8,45.1,47.4,8.1,9.7,15.7,100.0,101.4,116.6,det,100,20200127
.584,.571,.318,.129,17.9,72.9,48.3,59.1,6.4,16.3,13.5,100.0,111.5,97.7,tor,105,.490,.424,.456,.430,27.1,82.1,51.7,64.3,5.3,10.3,13.8,100.0,97.7,111.5,det,92,20200131
.582,.552,.333,.229,30.4,75.0,52.2,62.5,7.0,11.1,7.8,100.0,122.7,127.7,den,123,.612,.585,.330,.255,25.0,69.6,47.8,68.8,4.0,3.1,9.5,100.0,127.7,122.7,det,128,20200202
.646,.623,.338,.195,20.0,68.2,46.8,69.0,4.4,7.5,15.2,100.0,119.2,128.0,pho,108,.568,.547,.295,.168,31.8,80.0,53.2,67.4,9.9,3.9,5.6,100.0,128.0,119.2,det,116,20200205
.514,.494,.259,.200,39.0,91.2,62.7,63.2,5.7,15.0,14.0,100.0,108.4,105.0,nyk,95,.605,.587,.420,.232,8.8,61.0,37.3,61.8,5.7,11.1,17.4,100.0,105.0,108.4,det,92,20200208
.462,.426,.409,.159,28.3,62.7,46.4,57.6,11.5,6.4,9.6,100.0,100.0,87.3,cho,87,.433,.396,.427,.159,37.3,71.7,53.6,72.4,4.6,9.6,19.3,100.0,87.3,100.0,det,76,20200210
.601,.559,.355,.290,17.0,82.5,47.1,51.1,13.7,6.5,6.3,100.0,123.1,103.5,mil,126,.589,.560,.446,.193,17.5,83.0,52.9,62.5,2.9,8.3,18.9,100.0,103.5,123.1,det,106,20200220
.691,.680,.320,.227,6.9,77.5,47.8,54.3,13.6,18.6,14.5,100.0,119.0,111.7,okc,114,.578,.570,.500,.174,22.5,93.1,52.2,67.5,8.4,9.8,15.5,100.0,111.7,119.0,det,107,20200304
.621,.584,.429,.364,24.3,75.6,51.3,42.5,11.0,7.1,9.2,100.0,122.4,115.8,uta,111,.549,.517,.349,.256,24.4,75.7,48.7,60.0,4.4,4.5,10.3,100.0,115.8,122.4,det,105,20200307
.545,.510,.286,.210,38.5,76.3,54.4,51.0,10.8,9.1,8.0,100.0,123.0,124.0,chi,125,.663,.642,.500,.182,23.7,61.5,45.6,62.2,3.0,5.3,16.7,100.0,124.0,123.0,cho,126,20191023
.578,.538,.418,.341,28.3,81.3,55.3,69.8,10.6,10.9,12.5,100.0,116.4,95.3,min,121,.519,.512,.345,.310,18.8,71.7,44.7,70.3,5.8,9.4,16.6,100.0,95.3,116.4,cho,99,20191025
.618,.606,.319,.074,20.6,78.3,53.8,52.9,4.7,12.3,15.6,100.0,113.0,114.9,ind,120,.573,.534,.352,.477,21.7,79.4,46.3,52.4,6.6,6.3,10.9,100.0,114.9,113.0,cho,122,20191105
.524,.484,.355,.247,21.6,82.0,51.5,72.5,12.6,9.1,10.4,100.0,104.8,84.4,bos,108,.457,.419,.360,.244,18.0,78.4,48.5,63.6,6.8,15.0,17.4,100.0,84.4,104.8,cho,87,20191107
.652,.627,.440,.400,23.7,73.5,51.7,62.5,12.3,11.3,22.8,100.0,108.5,103.8,nop,115,.534,.477,.398,.386,26.5,76.3,48.3,75.0,9.4,4.8,16.9,100.0,103.8,108.5,cho,110,20191109
.640,.635,.393,.101,28.9,82.9,57.0,66.7,8.8,9.8,19.8,100.0,116.4,114.4,mem,119,.613,.586,.414,.218,17.1,71.1,43.0,62.8,7.8,9.3,13.6,100.0,114.4,116.4,cho,117,20191113
.617,.586,.432,.136,20.6,71.4,50.6,62.5,3.1,4.9,18.1,100.0,110.7,113.8,det,106,.529,.516,.365,.167,28.6,79.4,49.4,51.2,10.4,6.5,8.8,100.0,113.8,110.7,cho,109,20191115
.578,.568,.495,.126,28.3,72.2,47.6,62.8,12.4,5.8,11.5,100.0,119.5,118.4,chi,116,.641,.625,.350,.275,27.8,71.7,52.4,59.1,5.1,14.6,17.5,100.0,118.4,119.5,cho,115,20191123
.534,.523,.364,.170,22.5,78.7,52.9,56.1,2.2,3.4,7.8,100.0,113.1,114.3,det,101,.527,.483,.341,.227,21.3,77.5,47.1,69.2,3.4,12.5,3.0,100.0,114.3,113.1,cho,102,20191127
.539,.494,.477,.341,18.8,66.7,41.1,76.9,12.4,11.9,6.5,100.0,112.3,107.1,pho,109,.545,.494,.298,.310,33.3,81.3,58.9,71.1,4.1,15.2,16.6,100.0,107.1,112.3,cho,104,20191202
.538,.519,.295,.192,15.4,73.8,45.7,50.0,7.6,7.7,15.9,100.0,99.4,115.8,gsw,91,.586,.580,.552,.092,26.2,84.6,54.3,75.0,12.0,12.7,12.6,100.0,115.8,99.4,cho,106,20191204
.587,.563,.432,.170,38.5,77.3,59.0,83.3,12.7,11.6,14.5,100.0,117.8,110.4,brk,111,.575,.536,.482,.205,22.7,61.5,41.0,63.9,6.4,12.0,17.4,100.0,110.4,117.8,cho,104,20191206
.619,.582,.495,.187,26.2,74.0,52.2,63.6,8.2,13.6,11.7,100.0,125.0,109.6,atl,122,.521,.461,.344,.322,26.0,73.8,47.8,61.1,8.2,6.5,9.7,100.0,109.6,125.0,cho,107,20191208
.530,.483,.389,.278,26.0,74.4,48.4,71.1,7.3,15.9,9.0,100.0,111.5,118.8,was,107,.586,.541,.482,.329,25.6,74.0,51.6,57.9,4.2,7.3,11.8,100.0,118.8,111.5,cho,114,20191210
.527,.495,.429,.143,22.2,59.0,39.3,60.5,10.9,9.8,9.4,100.0,111.5,120.2,sac,102,.592,.562,.370,.333,41.0,77.8,60.7,66.7,5.5,15.4,14.7,100.0,120.2,111.5,cho,110,20191217
.680,.633,.453,.267,24.2,75.6,53.8,69.2,7.4,7.1,20.0,100.0,119.7,112.4,uta,114,.565,.529,.341,.259,24.4,75.8,46.2,51.3,13.7,9.8,12.9,100.0,112.4,119.7,cho,107,20191221
.507,.478,.348,.348,21.3,69.6,47.6,47.5,7.7,6.5,12.0,100.0,99.9,97.9,okc,104,.468,.450,.386,.178,30.4,78.7,52.4,61.9,7.7,6.9,12.1,100.0,97.9,99.9,cho,102,20191227
.537,.526,.392,.103,31.3,83.0,56.8,56.8,12.4,17.3,9.0,100.0,112.8,95.2,bos,109,.494,.465,.395,.186,17.0,68.8,43.2,73.5,7.2,6.8,15.4,100.0,95.2,112.8,cho,92,20191231
.604,.584,.292,.157,28.6,79.5,53.1,66.0,8.7,9.8,9.5,100.0,125.8,113.7,ind,115,.573,.519,.370,.272,20.5,71.4,46.9,56.8,3.3,4.8,10.8,100.0,113.7,125.8,cho,104,20200106
