date,team,line,away_date,away_team,away_line,total
20191029,mem,-104,20191029,lal,-106,215
20200131,tor,-104,20200131,det,-106,223
20200131,chi,-111,20200131,brk,+100,218
20200131,dal,-104,20200131,hou,-106,238
20200131,mem,-103,20200131,nop,-107,241½
20200131,okc,-103,20200131,pho,-108,223½
20200131,den,-106,20200131,mil,-104,224
20200131,por,-101,20200131,lal,-109,232½
20191101,cle,-105,20191101,ind,-105,214½
20191101,hou,-105,20191101,brk,-105,245
20191101,mil,-106,20191101,orl,-104,214
20191101,nyk,-105,20191101,bos,-105,212½
20191101,det,-107,20191101,chi,-103,215
20191101,lal,-115,20191101,dal,+104,217½
20191101,uta,-105,20191101,sac,-105,214½
20191101,sas,+104,20191101,gsw,-114,222½
